person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt
23,33600,RENT,2,PERSONAL,B,1000,0.1036,0,0.029761905,N,2,10.42231111,6.908754779
25,33600,RENT,5,DEBTCONSOLIDATION,B,1000,0.1186,0,0.029761905,N,2,10.42231111,6.908754779
23,34000,RENT,0,MEDICAL,A,1000,0.0737,0,0.029411765,N,4,10.43414521,6.908754779
23,34800,RENT,1,VENTURE,B,1000,0.1199,0,0.028735632,N,4,10.4574014,6.908754779
25,34800,RENT,0,MEDICAL,C,1000,0.1398,0,0.028735632,Y,3,10.4574014,6.908754779
22,35000,RENT,4,VENTURE,C,1000,0.1099,0,0.028571429,Y,3,10.46313191,6.908754779
25,35000,RENT,9,VENTURE,B,1000,0.1199,0,0.028571429,N,3,10.46313191,6.908754779
26,29000,RENT,1,EDUCATION,C,1000,0.1128,1,0.034482759,N,3,10.27508559,6.908754779
24,35100,RENT,8,VENTURE,C,1000,0.1349,0,0.028490028,Y,4,10.4659849,6.908754779
22,35100,RENT,0,DEBTCONSOLIDATION,C,1000,0.1398,0,0.028490028,N,2,10.4659849,6.908754779
24,26400,MORTGAGE,0,DEBTCONSOLIDATION,A,6000,0.089,0,0.227272727,N,4,10.18115717,8.699681401
23,36000,RENT,3,EDUCATION,B,1000,0.1099,0,0.027777778,N,2,10.49130199,6.908754779
22,36000,RENT,4,MEDICAL,B,1000,0.0988,0,0.027777778,N,3,10.49130199,6.908754779
22,36000,RENT,1,EDUCATION,A,1000,0.0859,0,0.027777778,N,4,10.49130199,6.908754779
25,26400,MORTGAGE,1,HOMEIMPROVEMENT,A,7500,0.089,0,0.284090909,N,3,10.18115717,8.922791624
22,36000,RENT,1,PERSONAL,A,1000,0.0768,0,0.027777778,N,4,10.49130199,6.908754779
23,31000,RENT,1,PERSONAL,D,1000,0.1496,1,0.032258065,Y,3,10.34177474,6.908754779
25,32000,RENT,2,MEDICAL,E,1000,0.1903,1,0.03125,N,4,10.37352243,6.908754779
26,38000,RENT,6,PERSONAL,C,1000,0.1527,0,0.026315789,Y,3,10.54536775,6.908754779
24,32000,RENT,2,EDUCATION,C,1000,0.1306,1,0.03125,N,3,10.37352243,6.908754779
23,38400,RENT,6,EDUCATION,B,1000,0.1099,0,0.026041667,N,3,10.55583878,6.908754779
22,26400,MORTGAGE,4,HOMEIMPROVEMENT,A,1550,0.1099,1,0.058712121,N,2,10.18115717,7.346655163
21,38400,RENT,5,PERSONAL,C,1000,0.1422,0,0.026041667,Y,3,10.55583878,6.908754779
25,33600,RENT,0,EDUCATION,D,1000,0.1557,1,0.029761905,Y,2,10.42231111,6.908754779
24,39996,RENT,2,EDUCATION,A,1000,0.0749,0,0.0250025,N,3,10.59655973,6.908754779
22,40000,RENT,3,DEBTCONSOLIDATION,A,1000,0.079,0,0.025,N,4,10.59665973,6.908754779
23,40000,RENT,2,EDUCATION,A,1000,0.0603,0,0.025,N,2,10.59665973,6.908754779
24,40000,RENT,1,MEDICAL,B,1000,0.1099,0,0.025,N,3,10.59665973,6.908754779
22,26400,MORTGAGE,4,PERSONAL,B,1000,0.1099,1,0.037878788,N,2,10.18115717,6.908754779
25,26400,MORTGAGE,5,MEDICAL,C,5975,0.1299,0,0.226325758,Y,4,10.18115717,8.695506727
23,40000,RENT,3,VENTURE,B,1000,0.1062,0,0.025,N,4,10.59665973,6.908754779
24,40000,RENT,4,EDUCATION,A,1000,0.0676,0,0.025,N,4,10.59665973,6.908754779
21,34500,RENT,4,DEBTCONSOLIDATION,E,1000,0.1645,1,0.028985507,N,2,10.44874359,6.908754779
22,40800,RENT,6,VENTURE,A,1000,0.0691,0,0.024509804,N,2,10.61646187,6.908754779
22,42000,RENT,3,DEBTCONSOLIDATION,B,1000,0.0962,0,0.023809524,N,3,10.64544871,6.908754779
24,42000,RENT,2,VENTURE,C,1000,0.1316,0,0.023809524,N,2,10.64544871,6.908754779
23,43000,RENT,7,EDUCATION,A,1000,0.0751,0,0.023255814,N,3,10.66897865,6.908754779
25,26400,MORTGAGE,1,HOMEIMPROVEMENT,B,4000,0.1074,0,0.151515152,N,3,10.18115717,8.294299609
21,45000,RENT,5,VENTURE,A,1000,0.0749,0,0.022222222,N,3,10.71443999,6.908754779
24,45000,RENT,5,EDUCATION,A,1000,0.074,0,0.022222222,N,3,10.71443999,6.908754779
23,45000,RENT,0,EDUCATION,C,1000,0.1426,0,0.022222222,Y,2,10.71443999,6.908754779
25,40800,RENT,4,DEBTCONSOLIDATION,D,1000,0.1557,1,0.024509804,N,2,10.61646187,6.908754779
22,48000,RENT,0,EDUCATION,A,1000,0.0729,0,0.020833333,N,2,10.77897712,6.908754779
21,42000,RENT,5,PERSONAL,D,1000,0.1558,1,0.023809524,Y,4,10.64544871,6.908754779
25,49000,RENT,3,EDUCATION,A,1000,0.0766,0,0.020408163,N,3,10.79959599,6.908754779
21,50000,RENT,5,EDUCATION,C,1000,0.1349,0,0.02,N,3,10.81979828,6.908754779
26,26400,MORTGAGE,10,PERSONAL,C,8500,0.1323,0,0.321969697,Y,3,10.18115717,9.047939083
22,26400,MORTGAGE,2,DEBTCONSOLIDATION,B,4400,0.1149,0,0.166666667,N,4,10.18115717,8.389587067
26,50400,RENT,1,PERSONAL,A,1000,0.0542,0,0.01984127,N,3,10.8277663,6.908754779
23,51000,RENT,0,DEBTCONSOLIDATION,A,1000,0.0714,0,0.019607843,N,2,10.83960052,6.908754779
26,54000,RENT,10,PERSONAL,B,1000,0.1171,0,0.018518519,N,3,10.89675784,6.908754779
22,56000,RENT,6,EDUCATION,B,1000,0.1149,0,0.017857143,N,2,10.93312483,6.908754779
22,58000,RENT,6,EDUCATION,B,1000,0.1126,0,0.017241379,N,3,10.96821553,6.908754779
26,64000,RENT,4,DEBTCONSOLIDATION,B,1000,0.1075,0,0.015625,N,3,11.06665399,6.908754779
21,26400,OWN,2,VENTURE,A,4000,0.0751,0,0.151515152,N,4,10.18115717,8.294299609
23,69000,RENT,0,MEDICAL,A,1000,0.0729,0,0.014492754,N,3,11.14187628,6.908754779
24,70399,RENT,0,DEBTCONSOLIDATION,A,1000,0.0859,0,0.014204747,N,2,11.16194854,6.908754779
22,72000,RENT,3,EDUCATION,A,1000,0.0788,0,0.013888889,N,3,11.18443529,6.908754779
25,26453,MORTGAGE,6,MEDICAL,B,7200,0.1171,1,0.272180849,N,4,10.18316265,8.881975184
23,75000,RENT,0,PERSONAL,C,1000,0.1323,0,0.013333333,Y,3,11.22525673,6.908754779
24,87000,RENT,0,PERSONAL,C,1000,0.1399,0,0.011494253,N,4,11.37367489,6.908754779
21,26500,MORTGAGE,3,MEDICAL,D,6000,0.1446,1,0.226415094,Y,4,10.18493775,8.699681401
26,96000,RENT,0,HOMEIMPROVEMENT,B,1000,0.1036,0,0.010416667,N,3,11.47211389,6.908754779
23,38000,RENT,0,DEBTCONSOLIDATION,A,1075,0.1099,0,0.028289474,N,3,10.54536775,6.981005741
23,26500,OWN,6,VENTURE,A,6000,0.08,0,0.226415094,N,3,10.18493775,8.699681401
23,14400,RENT,0,EDUCATION,B,1100,0.1199,0,0.076388889,N,4,9.575052928,7.003974137
25,35000,RENT,4,DEBTCONSOLIDATION,A,1100,0.0676,0,0.031428571,N,2,10.46313191,7.003974137
23,77000,RENT,3,VENTURE,B,1150,0.1095,0,0.014935065,N,2,11.25157369,7.048386409
24,9960,RENT,4,VENTURE,A,1200,0.0729,0,0.120481928,N,4,9.206432747,7.090909822
24,26650,MORTGAGE,6,MEDICAL,B,1000,0.1253,0,0.037523452,N,2,10.19058195,6.908754779
23,11000,RENT,4,EDUCATION,A,1200,0.0691,0,0.109090909,N,3,9.305741457,7.090909822
21,26784,MORTGAGE,4,EDUCATION,A,2000,0.0699,1,0.074671446,N,3,10.19559731,7.601402335
24,13000,RENT,1,MEDICAL,B,1200,0.1189,0,0.092307692,N,2,9.472781557,7.090909822
22,14400,RENT,0,PERSONAL,B,1200,0.1037,0,0.083333333,N,2,9.575052928,7.090909822
22,26796,MORTGAGE,6,VENTURE,A,3000,0.0832,0,0.111957009,N,3,10.19604522,8.006700845
24,14400,RENT,0,MEDICAL,A,1200,0.0729,0,0.083333333,N,4,9.575052928,7.090909822
21,14400,RENT,2,DEBTCONSOLIDATION,A,1200,0.0714,0,0.083333333,N,3,9.575052928,7.090909822
23,15600,RENT,0,VENTURE,D,1200,0.1491,1,0.076923077,N,4,9.655090294,7.090909822
22,26886,OWN,6,EDUCATION,C,7500,0.1099,0,0.27895559,Y,4,10.19939818,8.922791624
21,16200,RENT,3,EDUCATION,A,1200,0.0749,0,0.074074074,N,3,9.692828248,7.090909822
25,16800,RENT,4,MEDICAL,B,1200,0.1038,0,0.071428571,N,2,9.729193687,7.090909822
24,18000,RENT,0,EDUCATION,B,1200,0.1189,0,0.066666667,N,4,9.798182591,7.090909822
21,27000,MORTGAGE,3,MEDICAL,C,9600,0.1349,0,0.355555556,Y,2,10.20362918,9.169622539
23,20400,RENT,4,EDUCATION,D,1200,0.1825,1,0.058823529,N,4,9.923339198,7.090909822
23,27000,OWN,4,EDUCATION,B,5000,0.1065,0,0.185185185,N,4,10.20362918,8.517393171
23,27000,OWN,4,VENTURE,A,6400,0.079,0,0.237037037,N,2,10.20362918,8.764209507
23,20400,RENT,2,MEDICAL,A,1200,0.079,0,0.058823529,N,2,9.923339198,7.090909822
22,21600,RENT,0,MEDICAL,A,1200,0.0599,0,0.055555556,N,2,9.980494889,7.090909822
22,27000,OWN,1,MEDICAL,B,4800,0.1199,0,0.177777778,N,2,10.20362918,8.476579509
23,27000,MORTGAGE,0,HOMEIMPROVEMENT,D,1000,0.1599,1,0.037037037,Y,3,10.20362918,6.908754779
23,26400,RENT,3,DEBTCONSOLIDATION,C,1200,0.1435,1,0.045454545,Y,4,10.18115717,7.090909822
22,27600,RENT,5,VENTURE,C,1200,0.1306,0,0.043478261,N,2,10.22560728,7.090909822
22,28000,RENT,0,MEDICAL,B,1200,0.1269,0,0.042857143,N,3,10.2399955,7.090909822
22,27000,OWN,3,VENTURE,B,10800,0.1074,0,0.4,N,3,10.20362918,9.287394001
21,30000,RENT,2,EDUCATION,B,1200,0.0962,0,0.04,N,3,10.30898599,7.090909822
26,27000,MORTGAGE,4,DEBTCONSOLIDATION,A,3000,0.0579,0,0.111111111,N,3,10.20362918,8.006700845
22,27000,OWN,0,MEDICAL,B,7750,0.1037,0,0.287037037,N,3,10.20362918,8.955577146
26,30000,RENT,2,VENTURE,B,1200,0.1014,0,0.04,N,4,10.30898599,7.090909822
22,31200,RENT,2,PERSONAL,B,1200,0.1221,0,0.038461538,N,4,10.34820542,7.090909822
23,31500,RENT,7,EDUCATION,B,1200,0.0888,0,0.038095238,N,2,10.35777457,7.090909822
24,32400,RENT,0,MEDICAL,C,1200,0.1311,0,0.037037037,Y,2,10.38594457,7.090909822
23,27000,MORTGAGE,4,EDUCATION,B,4000,0.0962,0,0.148148148,N,2,10.20362918,8.294299609
22,27000,OWN,3,MEDICAL,A,6000,0.0654,0,0.222222222,N,4,10.20362918,8.699681401
23,33000,RENT,3,EDUCATION,A,1200,0.0832,0,0.036363636,N,2,10.40429314,7.090909822
21,34000,RENT,5,HOMEIMPROVEMENT,B,1200,0.1269,1,0.035294118,N,4,10.43414521,7.090909822
26,34000,RENT,0,VENTURE,B,1200,0.0991,0,0.035294118,N,3,10.43414521,7.090909822
22,34560,RENT,2,MEDICAL,E,1200,0.1929,1,0.034722222,N,4,10.45048116,7.090909822
22,29004,RENT,0,HOMEIMPROVEMENT,D,1200,0.157,1,0.041373604,Y,4,10.27522351,7.090909822
26,27000,MORTGAGE,2,PERSONAL,D,3025,0.1595,0,0.112037037,N,2,10.20362918,8.014996894
23,36000,RENT,7,DEBTCONSOLIDATION,C,1200,0.1399,0,0.033333333,Y,4,10.49130199,7.090909822
24,36000,RENT,5,EDUCATION,B,1200,0.1149,0,0.033333333,N,2,10.49130199,7.090909822
23,36000,RENT,0,MEDICAL,B,1200,0.1037,0,0.033333333,N,3,10.49130199,7.090909822
21,40000,RENT,5,VENTURE,D,1200,0.1558,0,0.03,N,4,10.59665973,7.090909822
22,34000,RENT,0,HOMEIMPROVEMENT,D,1200,0.1461,1,0.035294118,Y,4,10.43414521,7.090909822
25,40000,RENT,5,PERSONAL,A,1200,0.08,0,0.03,N,4,10.59665973,7.090909822
25,43000,RENT,9,MEDICAL,A,1200,0.0849,0,0.027906977,N,2,10.66897865,7.090909822
25,43200,RENT,4,VENTURE,B,1200,0.0991,0,0.027777778,N,4,10.67361892,7.090909822
24,27000,MORTGAGE,7,EDUCATION,B,10000,0.1099,0,0.37037037,N,2,10.20362918,9.210440367
24,27000,OWN,9,MEDICAL,A,9475,0.0894,0,0.350925926,N,3,10.20362918,9.156517565
22,44664,RENT,5,MEDICAL,C,1200,0.1268,0,0.026867276,Y,3,10.70694548,7.090909822
23,39000,RENT,2,DEBTCONSOLIDATION,D,1200,0.1595,1,0.030769231,N,2,10.57134257,7.090909822
25,48000,RENT,4,EDUCATION,C,1200,0.1268,0,0.025,N,4,10.77897712,7.090909822
22,27000,MORTGAGE,1,EDUCATION,B,12000,0.1099,1,0.444444444,N,3,10.20362918,9.392745259
22,27000,MORTGAGE,2,DEBTCONSOLIDATION,B,5000,0.1218,0,0.185185185,N,4,10.20362918,8.517393171
25,55000,RENT,3,DEBTCONSOLIDATION,B,1200,0.1158,0,0.021818182,N,4,10.91510665,7.090909822
23,58000,RENT,4,EDUCATION,C,1200,0.1523,0,0.020689655,N,4,10.96821553,7.090909822
23,58700,RENT,8,PERSONAL,B,1200,0.1171,0,0.02044293,N,4,10.98021204,7.090909822
24,27000,MORTGAGE,1,DEBTCONSOLIDATION,B,7500,0.1039,0,0.277777778,N,2,10.20362918,8.922791624
25,60000,RENT,0,MEDICAL,A,1200,0.0766,0,0.02,N,3,11.00211651,7.090909822
23,60000,RENT,7,DEBTCONSOLIDATION,B,1200,0.1099,0,0.02,N,3,11.00211651,7.090909822
22,100000,RENT,3,MEDICAL,A,1200,0.0859,0,0.012,N,2,11.51293546,7.090909822
24,9600,RENT,3,EDUCATION,C,1300,0.1273,1,0.135416667,N,2,9.169622539,7.170888479
26,41000,RENT,1,MEDICAL,A,1300,0.079,0,0.031707317,N,4,10.62135174,7.170888479
24,45000,RENT,5,MEDICAL,C,1300,0.1361,0,0.028888889,Y,4,10.71443999,7.170888479
26,50000,RENT,10,VENTURE,A,1300,0.0699,0,0.026,N,3,10.81979828,7.170888479
22,54000,RENT,4,DEBTCONSOLIDATION,C,1300,0.1427,1,0.024074074,Y,2,10.89675784,7.170888479
25,27048,OTHER,9,MEDICAL,D,8000,0.1505,1,0.295770482,Y,2,10.20540532,8.987321813
24,64000,RENT,8,HOMEIMPROVEMENT,C,1300,0.1349,1,0.0203125,N,3,11.06665399,7.170888479
25,89000,RENT,4,VENTURE,B,1300,0.1059,0,0.014606742,N,4,11.39640288,7.170888479
25,24000,RENT,0,EDUCATION,C,1325,0.1349,1,0.055208333,Y,2,10.08585078,7.189922171
24,26000,RENT,2,MEDICAL,C,1325,0.1287,1,0.050961538,N,4,10.16589028,7.189922171
24,44400,RENT,0,PERSONAL,B,1325,0.1,1,0.029842342,N,4,10.70101727,7.189922171
26,27138,MORTGAGE,10,DEBTCONSOLIDATION,B,2750,0.0963,0,0.101333923,N,2,10.20872709,7.919719761
25,51500,RENT,5,VENTURE,C,1325,0.1479,0,0.025728155,N,3,10.8493565,7.189922171
21,23004,RENT,5,VENTURE,B,1350,0.0999,0,0.058685446,N,2,10.04346686,7.208600338
25,42000,RENT,0,DEBTCONSOLIDATION,A,1350,0.0542,0,0.032142857,N,2,10.64544871,7.208600338
22,69600,RENT,6,DEBTCONSOLIDATION,C,1350,0.1268,0,0.019396552,N,3,11.15053421,7.208600338
24,10000,RENT,0,VENTURE,B,1400,0.1083,0,0.14,N,4,9.210440367,7.244941546
22,27302,MORTGAGE,6,MEDICAL,B,3725,0.1269,0,0.136436891,N,2,10.21475187,8.223090551
23,14650,RENT,0,DEBTCONSOLIDATION,D,1400,0.1562,1,0.09556314,Y,3,9.592263872,7.244941546
23,27350,MORTGAGE,5,VENTURE,B,1925,0.1099,0,0.070383912,N,3,10.21650837,7.563200592
24,27360,MORTGAGE,5,PERSONAL,A,8000,0.0729,0,0.292397661,N,3,10.21687392,8.987321813
24,27442,MORTGAGE,8,DEBTCONSOLIDATION,B,5175,0.1099,0,0.18857955,N,4,10.21986641,8.551787836
25,27500,MORTGAGE,4,EDUCATION,A,9000,0.0749,0,0.327272727,N,4,10.22197765,9.105090961
24,30000,RENT,4,MEDICAL,D,1400,0.1562,1,0.046666667,Y,4,10.30898599,7.244941546
25,30000,RENT,4,MEDICAL,C,1400,0.1311,0,0.046666667,N,2,10.30898599,7.244941546
23,27500,MORTGAGE,7,EDUCATION,B,6300,0.1099,0,0.229090909,N,3,10.22197765,8.74846363
22,33000,RENT,1,MEDICAL,C,1400,0.1427,0,0.042424242,Y,4,10.40429314,7.244941546
26,40000,RENT,1,MEDICAL,A,1400,0.0774,0,0.035,N,3,10.59665973,7.244941546
26,40044,RENT,1,VENTURE,B,1400,0.1186,0,0.034961542,N,4,10.5977591,7.244941546
21,27568,OTHER,0,MEDICAL,D,3500,0.1442,1,0.126958793,N,4,10.22444723,8.160803921
26,35652,RENT,5,DEBTCONSOLIDATION,B,1400,0.1149,1,0.039268484,N,4,10.48158857,7.244941546
26,45000,RENT,4,DEBTCONSOLIDATION,B,1400,0.1059,0,0.031111111,N,4,10.71443999,7.244941546
24,27600,MORTGAGE,1,PERSONAL,C,2000,0.1427,0,0.072463768,Y,2,10.22560728,7.601402335
26,27600,OWN,2,VENTURE,B,2500,0.1171,0,0.09057971,N,3,10.22560728,7.824445931
24,27600,OWN,8,MEDICAL,A,7000,0.079,0,0.253623188,N,4,10.22560728,8.853808275
23,42000,RENT,7,EDUCATION,B,1400,0.1,1,0.033333333,N,4,10.64544871,7.244941546
25,27600,MORTGAGE,1,HOMEIMPROVEMENT,A,11500,0.0603,1,0.416666667,N,4,10.22560728,9.350189267
22,27600,MORTGAGE,6,DEBTCONSOLIDATION,A,8400,0.0751,0,0.304347826,N,3,10.22560728,9.036106025
24,27600,MORTGAGE,5,MEDICAL,D,6000,0.1562,1,0.217391304,Y,2,10.22560728,8.699681401
24,125000,RENT,1,HOMEIMPROVEMENT,C,1400,0.1099,0,0.0112,Y,4,11.73607702,7.244941546
21,10000,RENT,4,MEDICAL,A,1450,0.0751,0,0.145,N,4,9.210440367,7.280008253
24,21600,RENT,0,MEDICAL,A,1450,0.1099,0,0.06712963,N,3,9.980494889,7.280008253
23,30000,RENT,1,PERSONAL,D,1450,0.1558,1,0.048333333,N,4,10.30898599,7.280008253
24,47000,RENT,0,MEDICAL,B,1450,0.1074,0,0.030851064,N,4,10.75792416,7.280008253
23,27600,MORTGAGE,4,EDUCATION,A,9800,0.0729,0,0.355072464,N,4,10.22560728,9.1902397
26,55560,RENT,5,MEDICAL,C,1450,0.1427,0,0.026097912,N,3,10.9252368,7.280008253
22,101000,RENT,0,EDUCATION,A,1475,0.0579,0,0.01460396,N,3,11.5228857,7.297091005
24,27000,RENT,1,MEDICAL,D,1500,0.1629,1,0.055555556,Y,4,10.20362918,7.313886832
22,27040,RENT,0,DEBTCONSOLIDATION,C,1500,0.1273,0,0.055473373,N,2,10.20510951,7.313886832
25,27996,RENT,0,MEDICAL,B,1500,0.1189,0,0.053579083,N,3,10.23985264,7.313886832
23,28000,RENT,7,PERSONAL,C,1500,0.1417,0,0.053571429,Y,4,10.2399955,7.313886832
24,27600,OWN,2,MEDICAL,D,10000,0.1099,0,0.362318841,N,2,10.22560728,9.210440367
22,28500,RENT,1,EDUCATION,B,1500,0.1099,0,0.052631579,N,4,10.25769445,7.313886832
22,27600,OWN,0,EDUCATION,A,9600,0.0859,0,0.347826087,N,3,10.22560728,9.169622539
23,27600,MORTGAGE,0,EDUCATION,C,1200,0.1392,0,0.043478261,Y,3,10.22560728,7.090909822
24,28596,RENT,5,EDUCATION,B,1500,0.1146,0,0.052454889,N,4,10.2610571,7.313886832
23,28800,RENT,0,MEDICAL,A,1500,0.0774,0,0.052083333,N,3,10.26816539,7.313886832
23,30000,RENT,1,DEBTCONSOLIDATION,A,1500,0.0751,0,0.05,N,3,10.30898599,7.313886832
21,30000,RENT,0,DEBTCONSOLIDATION,A,1500,0.0729,0,0.05,N,3,10.30898599,7.313886832
25,27800,OWN,4,VENTURE,A,14125,0.0699,0,0.508093525,N,4,10.23282727,9.55577235
24,30000,RENT,2,DEBTCONSOLIDATION,C,1500,0.1422,0,0.05,Y,4,10.30898599,7.313886832
25,30000,RENT,0,EDUCATION,E,1500,0.1682,1,0.05,Y,3,10.30898599,7.313886832
26,30000,RENT,0,HOMEIMPROVEMENT,D,1500,0.1461,1,0.05,Y,3,10.30898599,7.313886832
21,30000,RENT,0,DEBTCONSOLIDATION,C,1500,0.1392,0,0.05,N,2,10.30898599,7.313886832
23,31000,RENT,1,DEBTCONSOLIDATION,A,1500,0.0894,0,0.048387097,N,3,10.34177474,7.313886832
26,27983,MORTGAGE,7,DEBTCONSOLIDATION,A,6000,0.0788,0,0.214415895,N,3,10.2393882,8.699681401
25,31200,RENT,9,VENTURE,B,1500,0.1112,0,0.048076923,N,2,10.34820542,7.313886832
25,31500,RENT,2,VENTURE,B,1500,0.1099,0,0.047619048,N,4,10.35777457,7.313886832
25,32000,RENT,2,DEBTCONSOLIDATION,A,1500,0.0749,0,0.046875,N,4,10.37352243,7.313886832
23,27996,OWN,1,PERSONAL,D,4800,0.1599,0,0.171453065,Y,2,10.23985264,8.476579509
25,32000,RENT,1,DEBTCONSOLIDATION,A,1500,0.0729,0,0.046875,N,3,10.37352243,7.313886832
24,32000,RENT,1,EDUCATION,C,1500,0.1392,0,0.046875,Y,4,10.37352243,7.313886832
24,32304,RENT,8,MEDICAL,B,1500,0.0991,1,0.046433878,N,3,10.3829773,7.313886832
25,33000,RENT,5,VENTURE,B,1500,0.1148,0,0.045454545,N,4,10.40429314,7.313886832
22,27996,OWN,5,MEDICAL,A,5000,0.0579,0,0.178596942,N,2,10.23985264,8.517393171
23,27996,OWN,1,EDUCATION,C,4200,0.1472,0,0.150021432,Y,4,10.23985264,8.343077871
23,27996,OWN,2,MEDICAL,B,9250,0.1075,0,0.330404343,N,2,10.23985264,9.132486933
22,27996,MORTGAGE,4,MEDICAL,D,3250,0.1521,1,0.116088013,N,2,10.23985264,8.08671792
22,27996,MORTGAGE,4,MEDICAL,B,5500,0.1038,0,0.196456637,N,2,10.23985264,8.612685173
26,33600,RENT,6,MEDICAL,F,1500,0.1941,0,0.044642857,N,4,10.42231111,7.313886832
23,33996,RENT,1,EDUCATION,A,1500,0.0699,0,0.044122838,N,4,10.43402756,7.313886832
25,34942,RENT,7,PERSONAL,B,1500,0.1099,0,0.042928281,N,4,10.46147344,7.313886832
21,35000,RENT,3,EDUCATION,A,1500,0.0579,0,0.042857143,N,2,10.46313191,7.313886832
25,35000,RENT,1,MEDICAL,B,1500,0.1,0,0.042857143,N,4,10.46313191,7.313886832
23,35000,RENT,6,DEBTCONSOLIDATION,B,1500,0.0888,0,0.042857143,N,3,10.46313191,7.313886832
21,27996,MORTGAGE,5,EDUCATION,A,10000,0.0963,0,0.357193885,N,4,10.23985264,9.210440367
24,35000,RENT,9,EDUCATION,A,1500,0.1099,0,0.042857143,N,3,10.46313191,7.313886832
23,29004,RENT,7,DEBTCONSOLIDATION,D,1500,0.1459,1,0.051717005,Y,2,10.27522351,7.313886832
24,36000,RENT,2,EDUCATION,C,1500,0.1523,0,0.041666667,N,2,10.49130199,7.313886832
24,36000,RENT,5,PERSONAL,B,1500,0.1,0,0.041666667,N,3,10.49130199,7.313886832
22,28000,OWN,1,VENTURE,A,12300,0.0662,0,0.439285714,N,2,10.2399955,9.417435839
21,36000,RENT,0,EDUCATION,B,1500,0.1037,0,0.041666667,N,4,10.49130199,7.313886832
24,30996,RENT,0,HOMEIMPROVEMENT,D,1500,0.1599,1,0.048393341,Y,2,10.3416457,7.313886832
22,38000,RENT,2,EDUCATION,C,1500,0.1322,0,0.039473684,Y,2,10.54536775,7.313886832
25,28000,MORTGAGE,4,MEDICAL,A,9600,0.0603,0,0.342857143,N,3,10.2399955,9.169622539
23,28000,MORTGAGE,7,DEBTCONSOLIDATION,D,9500,0.1562,1,0.339285714,N,2,10.2399955,9.159152335
23,28000,MORTGAGE,5,MEDICAL,A,2500,0.0599,0,0.089285714,N,2,10.2399955,7.824445931
23,38000,RENT,4,VENTURE,A,1500,0.0832,0,0.039473684,N,3,10.54536775,7.313886832
23,28000,OWN,6,VENTURE,B,7000,0.0999,0,0.25,N,4,10.2399955,8.853808275
24,39000,RENT,8,MEDICAL,D,1500,0.1562,0,0.038461538,Y,3,10.57134257,7.313886832
25,33996,RENT,8,MEDICAL,E,1500,0.1682,1,0.044122838,N,4,10.43402756,7.313886832
23,40000,RENT,7,VENTURE,C,1500,0.1399,0,0.0375,Y,2,10.59665973,7.313886832
21,28000,MORTGAGE,2,EDUCATION,C,1000,0.1299,0,0.035714286,Y,4,10.2399955,6.908754779
22,28000,MORTGAGE,6,PERSONAL,B,10000,0.1099,0,0.357142857,N,3,10.2399955,9.210440367
24,34000,RENT,3,DEBTCONSOLIDATION,A,1500,0.0894,1,0.044117647,N,2,10.43414521,7.313886832
21,40000,RENT,5,EDUCATION,B,1500,0.1218,0,0.0375,N,4,10.59665973,7.313886832
23,40000,RENT,0,VENTURE,C,1500,0.1178,0,0.0375,N,2,10.59665973,7.313886832
22,34980,RENT,3,DEBTCONSOLIDATION,C,1500,0.1223,1,0.042881647,Y,4,10.46256034,7.313886832
26,28000,MORTGAGE,8,PERSONAL,A,4500,0.1099,1,0.160714286,N,2,10.2399955,8.412054873
23,28000,MORTGAGE,2,VENTURE,B,8400,0.1099,0,0.3,N,2,10.2399955,9.036106025
21,41004,RENT,5,EDUCATION,B,1500,0.1099,0,0.036581797,N,3,10.62144929,7.313886832
21,42000,RENT,5,EDUCATION,A,1500,0.0579,0,0.035714286,N,3,10.64544871,7.313886832
22,36000,RENT,0,EDUCATION,C,1500,0.1316,1,0.041666667,Y,4,10.49130199,7.313886832
23,42000,RENT,3,DEBTCONSOLIDATION,B,1500,0.1071,0,0.035714286,N,2,10.64544871,7.313886832
25,42769,RENT,3,EDUCATION,A,1500,0.0749,0,0.035072132,N,3,10.6635922,7.313886832
23,28000,MORTGAGE,5,EDUCATION,A,4000,0.0692,0,0.142857143,N,4,10.2399955,8.294299609
23,44400,RENT,0,EDUCATION,B,1500,0.1163,0,0.033783784,N,2,10.70101727,7.313886832
22,28000,MORTGAGE,5,EDUCATION,A,8500,0.0617,0,0.303571429,N,2,10.2399955,9.047939083
24,39000,RENT,3,EDUCATION,A,1500,0.0849,1,0.038461538,N,3,10.57134257,7.313886832
23,28000,MORTGAGE,4,HOMEIMPROVEMENT,D,5225,0.1484,1,0.186607143,N,2,10.2399955,8.561401446
23,45000,RENT,0,EDUCATION,A,1500,0.0751,0,0.033333333,N,4,10.71443999,7.313886832
26,45000,RENT,3,VENTURE,B,1500,0.1025,0,0.033333333,N,3,10.71443999,7.313886832
25,48000,RENT,2,MEDICAL,B,1500,0.1036,0,0.03125,N,3,10.77897712,7.313886832
26,42000,RENT,1,VENTURE,D,1500,0.1461,1,0.035714286,Y,3,10.64544871,7.313886832
22,42500,RENT,0,MEDICAL,E,1500,0.1719,1,0.035294118,Y,4,10.65728288,7.313886832
