person_age,person_emp_length,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,log_person_income,log_loan_amnt,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file
23,7,0.0579,0,0.188665006,3,10.87814153,9.210440367,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,1,0.1036,0,0.045279602,2,10.87814153,7.783640596,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,9,0.1075,0,0.037733001,4,10.87814153,7.601402335,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,0,0.0654,1,0.141666667,4,10.77897712,8.824824939,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,6,0.1379,0,0.028299751,2,10.87814153,7.313886832,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,1,0.1149,0,0.123636364,2,10.91510665,8.824824939,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,2,0.1199,0,0.123636364,2,10.91510665,8.824824939,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,0,0.0751,0,0.113333333,2,11.00211651,8.824824939,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,7,0.1037,0,0.103500761,3,11.09286943,8.824824939,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,10,0.079,0,0.244821092,3,10.87995104,9.472781557,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,8,0.0849,0,0.099994118,4,11.12733651,8.824824939,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22,4,0.1361,0,0.122355244,3,10.88040291,8.77971129,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,3,0.0749,1,0.530245185,3,10.76106808,10.1266711,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26,10,0.0676,0,0.075251623,3,10.88098627,8.294299609,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,4,0.0749,0,0.131677953,3,10.88108032,8.853808275,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,8,0.1099,0,0.25383574,4,10.88153168,9.510519036,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,5,0.0542,0,0.097142857,2,11.15626481,8.824824939,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,6,0.1322,0,0.088103444,3,11.2539345,8.824824939,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,9,0.1461,1,0.067673087,2,11.47263458,8.77971129,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23,4,0.0991,0,0.259,3,10.1266711,8.775858315,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1,0.1059,0,0.122169811,4,10.87806606,8.775858315,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,4,0.0699,1,0.0809375,3,11.28979441,8.775858315,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,10,0.1461,1,0.126689189,3,10.76555438,8.699681401,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,4,0.1099,1,0.219679166,3,10.2874566,8.771990437,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,3,0.1099,0,0.254681648,4,10.88558475,9.517898598,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,1,0.1442,1,0.208064516,3,10.34177474,8.771990437,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25,4,0.0603,0,0.280473439,3,10.88710043,9.615872145,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,0,0.1372,0,0.091785714,2,11.15626481,8.76810754,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,4,0.0962,0,0.037383178,4,10.88745562,7.601402335,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,4,0.1099,1,0.32,3,9.903537551,8.764209507,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,3,0.1099,0,0.266666667,3,10.08585078,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,0,0.1095,0,0.266666667,3,10.08585078,8.764209507,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,0,0.1284,0,0.256,3,10.1266711,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,2,0.1037,0,0.242424242,3,10.18115717,8.764209507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,3,0.1475,0,0.228571429,2,10.2399955,8.764209507,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22,0,0.1099,0,0.220689655,4,10.27508559,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25,0,0.1629,1,0.21978022,2,10.27921484,8.764209507,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,2,0.0699,0,0.213333333,4,10.30898599,8.764209507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,3,0.0788,0,0.111950742,2,10.88922972,8.699681401,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,4,0.1599,1,0.213333333,2,10.30898599,8.764209507,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,3,0.1099,0,0.213333333,3,10.30898599,8.764209507,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23,2,0.1099,0,0.213333333,3,10.30898599,8.764209507,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,7,0.1075,0,0.279516995,4,10.8905163,9.615872145,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,5,0.1565,0,0.298040384,4,10.89088891,9.680406499,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
22,1,0.16,1,0.213333333,3,10.30898599,8.764209507,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23,7,0.0603,0,0.160077433,3,10.89163372,9.059633755,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,9,0.0579,0,0.200029772,2,10.8919687,9.282754052,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25,5,0.1149,0,0.209836066,4,10.32551475,8.764209507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26,1,0.0751,0,0.205128205,3,10.34820542,8.764209507,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,4,0.1099,0,0.111524164,2,10.89304733,8.699681401,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,4,0.1095,1,0.376569038,3,10.77480184,9.798182591,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,5,0.089,0,0.111507583,2,10.89319602,8.699681401,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,0,0.0932,0,0.204970535,4,10.34897433,8.764209507,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,2,0.1287,0,0.217342844,2,10.89364194,9.367429587,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,2,0.1,0,0.222837088,2,10.89399482,9.392745259,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,4,0.1472,0,0.050115079,4,10.89445895,7.901377354,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,6,0.0599,0,0.213306624,4,10.89514546,9.350189267,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,0,0.0962,0,0.118634957,4,10.8957759,8.764209507,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,7,0.1074,0,0.037053505,3,10.89631331,7.601402335,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,1,0.1435,0,0.20103028,4,10.36838441,8.764209507,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22,6,0.0603,0,0.092592593,2,10.89675784,8.517393171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,4,0.089,0,0.2,4,10.37352243,8.764209507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,8,0.0999,0,0.193939394,2,10.40429314,8.764209507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26,2,0.1749,1,0.187134503,3,10.44001016,8.764209507,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26,10,0.0662,0,0.092592593,2,10.89675784,8.517393171,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21,3,0.1269,0,0.182857143,4,10.46313191,8.764209507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,4,0.1595,1,0.220689655,4,10.27508559,8.764209507,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
22,3,0.0662,0,0.291666667,4,10.89675784,9.664659134,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,2,0.1099,0,0.182857143,4,10.46313191,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,4,0.0662,0,0.177777778,3,10.89675784,9.169622539,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,7,0.1242,0,0.088888889,2,10.89675784,8.476579509,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,10,0.0599,0,0.177777778,3,10.49130199,8.764209507,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,4,0.1099,0,0.172972973,4,10.51870022,8.764209507,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,7,0.0603,0,0.111111111,4,10.89675784,8.699681401,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26,1,0.0988,0,0.169088507,2,10.54141268,8.764209507,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,2,0.0662,0,0.12962963,3,10.89675784,8.853808275,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,9,0.1099,0,0.277777778,4,10.89675784,9.615872145,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,5,0.1065,0,0.12962963,4,10.89675784,8.853808275,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,5,0.1242,0,0.157407407,2,10.89675784,9.047939083,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,3,0.0788,0,0.168421053,3,10.54536775,8.764209507,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,0.1036,0,0.162025316,2,10.58408127,8.764209507,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,4,0.1479,0,0.154187145,3,10.63366555,8.764209507,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,4,0.1099,0,0.462962963,3,10.89675784,10.1266711,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,2,0.2062,1,0.168421053,3,10.54536775,8.764209507,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,6,0.1864,0,0.12962963,3,10.89675784,8.853808275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26,2,0.0967,0,0.139130435,4,10.73641841,8.764209507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,1,0.1099,0,0.138228942,4,10.74291884,8.764209507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,4,0.1199,0,0.277777778,2,10.89675784,9.615872145,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,4,0.0999,0,0.092592593,3,10.89675784,8.517393171,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,0,0.0599,1,0.3125,2,10.77897712,9.615872145,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,7,0.0542,0,0.092592593,4,10.89675784,8.517393171,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,3,0.1599,1,0.135416667,2,10.77897712,8.77971129,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25,7,0.1059,0,0.101851852,4,10.89675784,8.612685173,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,2,0.1347,0,0.133333333,3,10.77897712,8.764209507,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,7,0.0542,0,0.025925926,4,10.89675784,7.244941546,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,0,0.0991,0,0.128,4,10.81979828,8.764209507,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,8,0.0849,1,0.046875,3,10.77897712,7.719129841,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,6,0.202,0,0.128,2,10.81979828,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,8,0.0749,0,0.240740741,2,10.89675784,9.472781557,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21,5,0.1562,1,0.375,3,10.77897712,9.798182591,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
23,3,0.0691,0,0.128,2,10.81979828,8.764209507,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,8,0.1099,0,0.157407407,3,10.89675784,9.047939083,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,0,0.1071,0,0.116363636,3,10.91510665,8.764209507,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,4,0.1562,0,0.092592593,2,10.89675784,8.517393171,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24,2,0.1099,1,0.130081301,3,10.80366923,8.764209507,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,2,0.1099,0,0.037037037,3,10.89675784,7.601402335,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,7,0.1649,0,0.222222222,3,10.89675784,9.392745259,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24,5,0.0749,0,0.148148148,4,10.89675784,8.987321813,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,3,0.1099,0,0.148148148,3,10.89675784,8.987321813,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,2,0.1099,0,0.106666667,4,11.00211651,8.764209507,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,7,0.1099,0,0.162962963,4,10.89675784,9.08262063,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,3,0.1171,0,0.102396723,3,11.04296983,8.764209507,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,2,0.0849,0,0.101979031,3,11.04705727,8.764209507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,5,0.0542,0,0.074074074,2,10.89675784,8.294299609,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,7,0.0542,0,0.037037037,2,10.89675784,7.601402335,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,5,0.0542,0,0.203703704,2,10.89675784,9.305741457,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,2,0.1065,0,0.098461538,2,11.08215793,8.764209507,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,0.0999,0,0.098461538,4,11.08215793,8.764209507,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,8,0.0542,0,0.055555556,2,10.89675784,8.006700845,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21,4,0.1749,0,0.091428571,4,11.15626481,8.764209507,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22,6,0.1,0,0.055555556,3,10.89675784,8.006700845,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,2,0.0692,0,0.240740741,4,10.89675784,9.472781557,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,2,0.1311,0,0.08951049,2,11.17746671,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,5,0.0691,0,0.088888889,2,11.18443529,8.764209507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,3,0.0579,0,0.092592593,3,10.89675784,8.517393171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,5,0.1599,0,0.085333333,2,11.22525673,8.764209507,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,6,0.164,1,0.092753623,4,11.14187628,8.764209507,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
26,10,0.0542,0,0.133333333,2,10.89675784,8.881975184,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25,2,0.1111,0,0.074074074,3,10.89675784,8.294299609,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,4,0.1036,0,0.085333333,4,11.22525673,8.764209507,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,0,0.0751,0,0.083333333,3,11.24897294,8.764209507,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,9,0.0692,0,0.148148148,4,10.89675784,8.987321813,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,4,0.1111,0,0.155555556,4,10.89675784,9.036106025,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,6,0.0749,0,0.08,4,11.28979441,8.764209507,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,5,0.1074,0,0.37037037,2,10.89675784,9.903537551,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,5,0.0962,0,0.094444444,4,10.89675784,8.537191878,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,2,0.1323,0,0.068449198,3,11.44572741,8.764209507,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,6,0.0932,0,0.058181818,4,11.60824474,8.764209507,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,1,0.0617,0,0.111111111,4,10.89675784,8.699681401,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,9,0.1367,0,0.057918552,3,11.61277985,8.764209507,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,8,0.0662,0,0.057142857,2,11.62626308,8.764209507,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,6,0.0999,0,0.244444444,4,10.89675784,9.488047863,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,5,0.1223,0,0.222222222,3,10.89675784,9.392745259,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,8,0.1483,1,0.029166667,2,10.77897712,7.244941546,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24,0,0.1099,0,0.087741935,3,11.25804612,8.824824939,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,8,0.0999,0,0.074074074,4,10.89675784,8.294299609,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,5,0.0888,0,0.185185185,4,10.89675784,9.210440367,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,7,0.203,1,0.091891892,2,11.21183389,8.824824939,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
26,11,0.0714,1,0.104166667,2,10.77897712,8.517393171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26,1,0.1299,0,0.077838828,3,11.37780424,8.824824939,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,4,0.1186,0,0.05,3,10.89675784,7.901377354,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,1,0.1398,0,0.074074074,4,10.89675784,8.294299609,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,3,0.0603,0,0.05483871,2,11.72804491,8.824824939,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,0,0.0542,0,0.284375,4,10.08585078,8.828494129,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26,0,0.0749,0,0.184459459,2,10.51870022,8.828494129,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,0,0.1099,0,0.093493151,3,11.19822842,8.828494129,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,6,0.1099,0,0.163095238,4,10.64544871,8.832149906,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,3,0.1065,1,0.145744681,4,10.75792416,8.832149906,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,3,0.1099,0,0.120175439,4,10.95082409,8.832149906,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,0,0.1149,0,0.185185185,4,10.89675784,9.210440367,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22,1,0.0714,0,0.114166667,2,11.00211651,8.832149906,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,5,0.1186,0,0.085652705,2,11.29311386,8.835792367,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,9,0.1361,0,0.288888889,4,10.89675784,9.655090294,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22,5,0.0999,0,0.246428571,3,10.2399955,8.839421608,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,2,0.1756,1,0.209090909,3,10.40429314,8.839421608,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
24,8,0.0988,0,0.145324347,2,10.76808491,8.839421608,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,5,0.0766,0,0.118965517,4,10.96821553,8.839421608,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,7,0.0751,0,0.111111111,3,10.89675784,8.699681401,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,7,0.1459,1,0.35,2,10.77897712,9.729193687,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,6,0.0751,0,0.185185185,3,10.89675784,9.210440367,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25,9,0.1099,0,0.296296296,4,10.89675784,9.680406499,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,3,0.0988,0,0.185185185,2,10.89675784,9.210440367,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21,6,0.1171,0,0.277,3,10.1266711,8.843037725,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,5,0.0788,0,0.259259259,3,10.89675784,9.546884035,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26,10,0.1599,1,0.203676471,3,10.43414521,8.843037725,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0.0962,0,0.088782051,4,11.26447693,8.843037725,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21,1,0.1025,1,0.072916667,3,10.77897712,8.160803921,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,4,0.1099,0,0.185185185,4,10.89675784,9.210440367,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,9,0.0788,0,0.2,3,10.89675784,9.287394001,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,2,0.1385,0,0.28,3,10.1266711,8.853808275,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,8,0.1311,0,0.022222222,3,10.89675784,7.090909822,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,5,0.0751,0,0.240740741,4,10.89675784,9.472781557,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,0,0.1287,0,0.28,2,10.1266711,8.853808275,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25,8,0.0692,0,0.269189355,3,10.16604411,8.853808275,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,8,0.1099,0,0.185185185,3,10.89675784,9.210440367,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,3,0.0751,0,0.166666667,3,10.89675784,9.105090961,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,5,0.1183,0,0.148148148,3,10.89675784,8.987321813,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,9,0.0859,0,0.15787037,4,10.89675784,9.050875597,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,4,0.1484,1,0.265151515,3,10.18115717,8.853808275,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24,2,0.0705,0,0.161111111,4,10.89675784,9.071193241,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,0,0.074,0,0.265151515,2,10.18115717,8.853808275,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,4,0.1379,0,0.259259259,2,10.20362918,8.853808275,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,5,0.1114,0,0.166666667,4,10.89675784,9.105090961,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,5,0.0599,0,0.253623188,2,10.22560728,8.853808275,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,8,0.0705,0,0.055555556,2,10.89675784,8.006700845,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22,6,0.0894,0,0.12962963,2,10.89675784,8.853808275,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,4,0.1562,1,0.253623188,4,10.22560728,8.853808275,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22,6,0.16,1,0.25,4,10.77897712,9.392745259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,7,0.1099,0,0.055555556,3,10.89675784,8.006700845,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,10,0.0894,0,0.166666667,4,10.89675784,9.105090961,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,2,0.0976,0,0.253623188,4,10.22560728,8.853808275,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,4,0.1062,0,0.25,2,10.2399955,8.853808275,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,1,0.1099,0,0.252777778,2,10.89675784,9.521568058,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,2,0.0788,0,0.249661174,4,10.24135168,8.853808275,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,4,0.1442,0,0.051851852,3,10.89675784,7.937731775,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
