person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,log_person_income,log_loan_amnt,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file
22,102240,6,5000,0.1903,0,0.048904538,3,11.53508805,8.517393171,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25,39896,0,9250,0.0963,1,0.231852817,3,10.59405641,9.132486933,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,45900,1,6400,0.0859,0,0.139433551,3,10.73424218,8.764209507,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,103992,10,5000,0.0788,0,0.048080622,3,11.55207887,8.517393171,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26,45900,10,11500,0.1379,0,0.250544662,4,10.73424218,9.350189267,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,106000,7,5000,0.0788,0,0.047169811,2,11.57120381,8.517393171,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,45975,6,10375,0.1099,0,0.225666123,4,10.7358748,9.247250726,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,106000,4,5000,0.1099,0,0.047169811,4,11.57120381,8.517393171,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,45992,7,10000,0.0542,0,0.217429118,3,10.73624449,9.210440367,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,39996,9,1500,0.1099,1,0.03750375,3,10.59655973,7.313886832,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
24,80155,8,5000,0.1099,1,0.06237914,3,11.29173001,8.517393171,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24,108000,8,5000,0.1269,0,0.046296296,4,11.58989577,8.517393171,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,45996,0,3850,0.1099,0,0.083702931,2,10.73633146,8.256088134,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21,45996,5,10000,0.0579,0,0.21741021,3,10.73633146,9.210440367,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23,108000,7,5000,0.0766,0,0.046296296,4,11.58989577,8.517393171,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,45996,5,9225,0.1099,0,0.200560918,2,10.73633146,9.129780864,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24,45996,6,8500,0.1099,0,0.184798678,3,10.73633146,9.047939083,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25,110000,2,5000,0.0999,0,0.045454545,4,11.60824474,8.517393171,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,111460,3,5000,0.1171,0,0.044859142,4,11.62143003,8.517393171,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,112000,7,5000,0.1025,0,0.044642857,3,11.62626308,8.517393171,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,45996,9,25000,0.1218,0,0.543525524,3,10.73633146,10.1266711,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,115000,1,5000,0.089,0,0.043478261,3,11.6526961,8.517393171,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24,88400,8,5000,0.1099,1,0.056561086,4,11.38963856,8.517393171,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24,116300,6,5000,0.1496,0,0.042992261,4,11.66393694,8.517393171,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
23,120000,2,5000,0.1099,0,0.041666667,4,11.69525536,8.517393171,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,45996,7,10000,0.1316,0,0.21741021,3,10.73633146,9.210440367,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,120000,3,5000,0.0768,0,0.041666667,2,11.69525536,8.517393171,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25,120000,6,5000,0.1379,0,0.041666667,3,11.69525536,8.517393171,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,114000,2,5000,0.1531,1,0.043859649,3,11.6439625,8.517393171,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26,135000,10,5000,0.1136,0,0.037037037,4,11.81303746,8.517393171,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,137481,8,5000,0.1099,0,0.036368662,3,11.83124828,8.517393171,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,46000,2,10075,0.1242,0,0.219021739,2,10.73641841,9.217911637,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,46000,7,5000,0.0662,0,0.108695652,3,10.73641841,8.517393171,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,150000,3,5000,0.1065,0,0.033333333,2,11.91839724,8.517393171,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,150000,8,5000,0.1099,0,0.033333333,4,11.91839724,8.517393171,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,138000,1,5000,0.1491,1,0.036231884,4,11.83501621,8.517393171,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,117300,4,5000,0.1323,1,0.042625746,3,11.67249856,8.517393171,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25,159996,4,5000,0.1411,0,0.031250781,4,11.98291034,8.517393171,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,46000,3,11000,0.1269,0,0.239130435,2,10.73641841,9.305741457,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,21600,0,5200,0.1186,1,0.240740741,3,9.980494889,8.556606194,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,24000,0,5200,0.1349,0,0.216666667,2,10.08585078,8.556606194,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25,25000,1,5200,0.1253,0,0.208,3,10.1266711,8.556606194,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25,46000,4,2125,0.1299,0,0.046195652,2,10.73641841,7.661997559,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,46000,1,3000,0.0542,0,0.065217391,3,10.73641841,8.006700845,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21,26000,5,5200,0.1253,0,0.2,2,10.16589028,8.556606194,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,30000,1,5200,0.1596,0,0.173333333,3,10.30898599,8.556606194,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,46000,6,15000,0.0699,0,0.326086957,3,10.73641841,9.615872145,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25,30000,2,5200,0.1719,1,0.173333333,4,10.30898599,8.556606194,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,32160,9,5200,0.1465,0,0.161691542,4,10.37850982,8.556606194,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,35000,0,5200,0.1392,0,0.148571429,2,10.46313191,8.556606194,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,36850,3,5200,0.1242,0,0.141112619,4,10.51463803,8.556606194,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,38000,5,5200,0.1074,0,0.136842105,3,10.54536775,8.556606194,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,38000,1,5200,0.0788,0,0.136842105,3,10.54536775,8.556606194,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,46000,6,6000,0.1268,0,0.130434783,4,10.73641841,8.699681401,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,24000,3,5250,0.0766,1,0.21875,3,10.08585078,8.566173814,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,46000,8,2000,0.0766,0,0.043478261,2,10.73641841,7.601402335,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,46000,6,4000,0.1037,0,0.086956522,2,10.73641841,8.294299609,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,45000,3,5275,0.1039,0,0.117222222,2,10.71443999,8.570923514,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,57600,3,5275,0.1349,0,0.091579861,2,10.96129521,8.570923514,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,46000,2,10000,0.1036,0,0.217391304,3,10.73641841,9.210440367,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,23340,8,5300,0.079,0,0.227077978,3,10.05796675,8.575650761,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,24996,4,5300,0.1523,0,0.212033925,4,10.1265111,8.575650761,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,46000,5,10000,0.0999,0,0.217391304,2,10.73641841,9.210440367,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,26400,5,5300,0.0849,0,0.200757576,3,10.18115717,8.575650761,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,46000,4,3000,0.0788,0,0.065217391,3,10.73641841,8.006700845,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,28800,0,5300,0.1527,0,0.184027778,3,10.26816539,8.575650761,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,30000,1,5300,0.1527,0,0.176666667,3,10.30898599,8.575650761,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22,30000,2,5300,0.1799,1,0.176666667,4,10.30898599,8.575650761,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
24,30000,3,5300,0.1528,1,0.176666667,3,10.30898599,8.575650761,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25,46000,5,23500,0.1025,0,0.510869565,4,10.73641841,10.06479825,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,47000,1,5300,0.0766,0,0.112765957,2,10.75792416,8.575650761,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,50004,5,5300,0.1442,0,0.105991521,2,10.81987828,8.575650761,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22,65000,3,5300,0.0662,0,0.081538462,3,11.08215793,8.575650761,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,40000,5,15000,0.1136,1,0.375,2,10.59665973,9.615872145,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21,22000,4,5325,0.1242,1,0.242045455,3,9.998843186,8.580355766,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
21,32000,5,5325,0.1427,0,0.16640625,3,10.37352243,8.580355766,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,46000,6,8000,0.1148,0,0.173913043,4,10.73641841,8.987321813,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,24000,0,5375,0.1099,0,0.223958333,3,10.08585078,8.589699882,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,26000,1,5375,0.1347,0,0.206730769,4,10.16589028,8.589699882,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24,18000,3,5400,0.1599,1,0.3,3,9.798182591,8.594339401,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
22,18000,2,5400,0.1523,1,0.3,4,9.798182591,8.594339401,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25,46000,1,8600,0.1099,0,0.186956522,2,10.73641841,9.059633755,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22,46000,3,6000,0.0768,0,0.130434783,2,10.73641841,8.699681401,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,21600,0,5400,0.1099,0,0.25,4,9.980494889,8.594339401,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26,24000,3,5400,0.1149,0,0.225,3,10.08585078,8.594339401,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,25300,2,5400,0.1602,1,0.213438735,2,10.1385992,8.594339401,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21,46000,5,10000,0.1474,0,0.217391304,3,10.73641841,9.210440367,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,26400,7,5400,0.1038,0,0.204545455,2,10.18115717,8.594339401,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,46002,4,4000,0.1099,0,0.086952741,3,10.73646189,8.294299609,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26,30000,3,5400,0.1,0,0.18,4,10.30898599,8.594339401,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,32000,1,5400,0.1629,1,0.16875,2,10.37352243,8.594339401,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26,33600,0,5400,0.1099,0,0.160714286,4,10.42231111,8.594339401,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,35000,7,5400,0.1059,0,0.154285714,2,10.46313191,8.594339401,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,46113,4,9000,0.1599,0,0.195172728,4,10.73887187,9.105090961,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
25,46116,9,10000,0.1103,0,0.216844479,3,10.73893692,9.210440367,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25,46144,9,1500,0.0749,0,0.032506935,2,10.73954389,7.313886832,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,35000,5,5400,0.1284,0,0.154285714,4,10.46313191,8.594339401,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,36000,4,5400,0.089,0,0.15,2,10.49130199,8.594339401,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,45000,4,5400,0.0729,0,0.12,2,10.71443999,8.594339401,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25,54000,9,5400,0.0788,0,0.1,3,10.89675784,8.594339401,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,55000,3,5400,0.1199,0,0.098181818,2,10.91510665,8.594339401,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24,46325,6,3600,0.0768,0,0.077711819,4,10.74345864,8.188966864,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,57500,4,5400,0.0542,0,0.093913043,4,10.95955762,8.594339401,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25,46350,0,9750,0.1,0,0.210355987,3,10.74399815,9.185125123,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,46394,7,15000,0.1347,0,0.32331767,2,10.74494697,9.615872145,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,60000,4,5400,0.0749,0,0.09,3,11.00211651,8.594339401,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,63000,3,5400,0.1454,0,0.085714286,2,11.05090588,8.594339401,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,46450,6,10000,0.0542,0,0.215285253,2,10.74615327,9.210440367,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,46464,1,15000,0.1221,0,0.322830579,3,10.74645462,9.615872145,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,58617,6,5400,0.1521,1,0.092123445,2,10.9787971,8.594339401,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,46500,3,13000,0.0729,0,0.279569892,3,10.7472291,9.472781557,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,69108,2,5400,0.1595,1,0.078138566,2,11.14344025,8.594339401,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
24,112000,5,5400,0.1527,0,0.048214286,4,11.62626308,8.594339401,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22,22718,3,5425,0.1199,0,0.238797429,2,10.03095686,8.598957493,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,46500,2,6000,0.1099,0,0.129032258,2,10.7472291,8.699681401,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22,46500,1,4000,0.1062,0,0.086021505,3,10.7472291,8.294299609,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24,40500,8,8500,0.1099,1,0.209876543,3,10.60908194,9.047939083,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,46500,5,1300,0.1496,0,0.027956989,2,10.7472291,7.170888479,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26,83004,7,5450,0.079,0,0.065659486,4,11.32665613,8.603554357,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,46500,0,16000,0.1253,0,0.344086022,3,10.7472291,9.680406499,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22,46500,1,12000,0.1221,0,0.258064516,3,10.7472291,9.392745259,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,46551,7,15000,0.1062,0,0.322227235,4,10.74832525,9.615872145,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,12000,5,5500,0.1036,1,0.458333333,4,9.392745259,8.612685173,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,14400,4,5500,0.1148,1,0.381944444,3,9.575052928,8.612685173,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,15192,4,5500,0.1311,1,0.362032649,3,9.628590074,8.612685173,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
26,15436,4,5500,0.0788,1,0.356309925,3,9.644522504,8.612685173,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,18000,1,5500,0.1171,1,0.305555556,2,9.798182591,8.612685173,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,19136,4,5500,0.1793,1,0.287416388,3,9.859378913,8.612685173,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
23,46776,7,15000,0.1324,0,0.32067727,4,10.75314691,9.615872145,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,40800,5,7000,0.1903,1,0.171568627,4,10.61646187,8.853808275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26,46800,3,12725,0.1242,0,0.271901709,2,10.75365985,9.451402424,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,46800,4,5000,0.0699,0,0.106837607,2,10.75365985,8.517393171,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,20400,5,5500,0.1099,0,0.269607843,2,9.923339198,8.612685173,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
24,46800,6,12000,0.0699,0,0.256410256,2,10.75365985,9.392745259,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,21600,3,5500,0.0925,0,0.25462963,4,9.980494889,8.612685173,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,46800,4,6000,0.1491,0,0.128205128,2,10.75365985,8.699681401,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,46800,7,9000,0.1099,0,0.192307692,4,10.75365985,9.105090961,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,46800,4,3600,0.0714,0,0.076923077,3,10.75365985,8.188966864,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,21700,2,5500,0.1491,1,0.253456221,2,9.985113621,8.612685173,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,22000,1,5500,0.1304,0,0.25,4,9.998843186,8.612685173,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,23000,4,5500,0.0654,0,0.239130435,3,10.04329297,8.612685173,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,46800,4,5000,0.0751,0,0.106837607,3,10.75365985,8.517393171,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22,23004,3,5500,0.0579,0,0.239088854,3,10.04346686,8.612685173,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,46800,4,11500,0.0751,0,0.245726496,4,10.75365985,9.350189267,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,24000,5,5500,0.1427,0,0.229166667,3,10.08585078,8.612685173,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,46800,8,6000,0.1422,0,0.128205128,4,10.75365985,8.699681401,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23,24000,0,5500,0.1399,0,0.229166667,4,10.08585078,8.612685173,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,24000,1,5500,0.1099,0,0.229166667,4,10.08585078,8.612685173,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,46800,4,13000,0.0859,0,0.277777778,2,10.75365985,9.472781557,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,25000,0,5500,0.0932,0,0.22,4,10.1266711,8.612685173,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,25200,1,5500,0.079,0,0.218253968,2,10.13463896,8.612685173,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,26400,0,5500,0.1372,0,0.208333333,2,10.18115717,8.612685173,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23,46932,4,7000,0.0579,0,0.149151965,4,10.75647633,8.853808275,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22,46976,5,11000,0.1426,0,0.234162125,2,10.7574134,9.305741457,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,26784,6,5500,0.1474,1,0.205346476,4,10.19559731,8.612685173,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,27996,3,5500,0.1253,0,0.196456637,2,10.23985264,8.612685173,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,47000,9,9600,0.1596,0,0.204255319,2,10.75792416,9.169622539,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25,28800,0,5500,0.0976,0,0.190972222,4,10.26816539,8.612685173,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22,30000,2,5500,0.1186,0,0.183333333,3,10.30898599,8.612685173,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,30000,1,5500,0.1253,0,0.183333333,4,10.30898599,8.612685173,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,41000,6,7000,0.079,1,0.170731707,4,10.62135174,8.853808275,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,30000,2,5500,0.08,0,0.183333333,4,10.30898599,8.612685173,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24,47000,0,12000,0.1349,0,0.255319149,3,10.75792416,9.392745259,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25,47000,9,7000,0.0751,0,0.14893617,4,10.75792416,8.853808275,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,33000,3,5500,0.1111,0,0.166666667,4,10.40429314,8.612685173,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,33000,0,5500,0.1099,1,0.166666667,3,10.40429314,8.612685173,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
24,47000,8,3000,0.1269,0,0.063829787,3,10.75792416,8.006700845,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,47000,5,6600,0.079,0,0.140425532,2,10.75792416,8.794976432,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22,47000,7,10600,0.1596,0,0.225531915,4,10.75792416,9.268703615,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23,33000,7,5500,0.1454,0,0.166666667,3,10.40429314,8.612685173,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
23,47000,7,8000,0.1065,0,0.170212766,3,10.75792416,8.987321813,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,33280,1,5500,0.1099,0,0.165264423,4,10.41274194,8.612685173,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,33600,1,5500,0.1099,0,0.163690476,3,10.42231111,8.612685173,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25,47000,9,4000,0.0662,0,0.085106383,4,10.75792416,8.294299609,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21,47000,2,5400,0.089,0,0.114893617,3,10.75792416,8.594339401,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24,33900,3,5500,0.1758,0,0.162241888,2,10.43119979,8.612685173,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,33996,1,5500,0.1347,0,0.161783739,2,10.43402756,8.612685173,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26,34000,3,5500,0.1689,0,0.161764706,2,10.43414521,8.612685173,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,34000,1,5500,0.1311,0,0.161764706,3,10.43414521,8.612685173,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26,47000,8,12500,0.0849,0,0.265957447,2,10.75792416,9.43356392,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25,47000,5,10400,0.1149,0,0.221276596,2,10.75792416,9.249657234,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,36000,2,5500,0.1065,0,0.152777778,2,10.49130199,8.612685173,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,36000,5,5500,0.1714,0,0.152777778,3,10.49130199,8.612685173,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
21,36500,2,5500,0.0751,0,0.150684932,2,10.50509494,8.612685173,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,37000,3,5500,0.092,0,0.148648649,2,10.51870022,8.612685173,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,38400,2,5500,0.0692,0,0.143229167,3,10.55583878,8.612685173,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,47000,1,6000,0.0599,0,0.127659574,2,10.75792416,8.699681401,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,38500,0,5500,0.0774,0,0.142857143,2,10.55843949,8.612685173,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
