person_age,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt
22,RENT,0,EDUCATION,A,0.06920 ,0,0.18,N,4,10.81979828,9.127067453
23,RENT,5,EDUCATION,E,0.15680 ,0,0.18,N,2,10.81979828,9.127067453
23,MORTGAGE,7,VENTURE,B,0.09620 ,0,0.21,N,3,11.08215793,9.528866828
24,MORTGAGE,2,EDUCATION,D,0.14090 ,0,0.31,Y,3,11.08215793,9.903537551
23,MORTGAGE,0,VENTURE,B,0.09990 ,0,0.11,N,3,11.08215793,8.895766604
22,RENT,6,PERSONAL,C,0.12980 ,0,0.15,N,3,11.03490579,9.127067453
23,RENT,0,MEDICAL,B,0.11860 ,0,0.14,N,2,11.09742517,9.127067453
24,RENT,6,DEBTCONSOLIDATION,A,0.06030 ,0,0.12,N,3,11.25656116,9.127067453
22,MORTGAGE,0,MEDICAL,B,0.10360 ,0,0.05,N,3,11.08215793,8.006700845
25,MORTGAGE,4,HOMEIMPROVEMENT,C,0.12980 ,1,0.06,N,3,10.98530967,8.188966864
21,MORTGAGE,5,MEDICAL,B,0.09990 ,1,0.42,N,4,10.98530967,10.1266711
25,RENT,2,MEDICAL,A,0.06030 ,0,0.11,N,3,11.31448672,9.127067453
22,RENT,5,EDUCATION,A,0.05990 ,0,0.15,N,4,11.05090588,9.129780864
24,OWN,8,VENTURE,A,0.06170 ,0,0.18,N,4,11.08215793,9.392745259
21,RENT,0,DEBTCONSOLIDATION,C,0.12530 ,1,0.71,N,3,9.472781557,9.132486933
25,OWN,1,VENTURE,C,0.12610 ,0,0.18,Y,4,11.08215793,9.392745259
23,RENT,0,VENTURE,A,0.06540 ,1,0.39,N,3,10.08585078,9.132486933
22,RENT,1,HOMEIMPROVEMENT,A,0.08940 ,1,0.39,N,2,10.08585078,9.132486933
25,RENT,2,EDUCATION,A,0.08590 ,1,0.37,N,4,10.1265111,9.132486933
25,RENT,8,VENTURE,B,0.10750 ,1,0.37,N,3,10.1266711,9.132486933
25,RENT,1,MEDICAL,A,0.06540 ,1,0.36,N,3,10.15490753,9.132486933
21,OWN,5,MEDICAL,A,0.05790 ,0,0.08,N,4,11.08215793,8.517393171
22,MORTGAGE,4,EDUCATION,C,0.13350 ,0,0.15,N,4,11.08215793,9.210440367
24,MORTGAGE,5,MEDICAL,B,0.09620 ,0,0.03,N,3,11.08215793,7.601402335
23,MORTGAGE,7,EDUCATION,A,0.07880 ,0,0.14,N,3,11.08215793,9.105090961
22,RENT,5,DEBTCONSOLIDATION,C,0.13110 ,1,0.34,Y,4,10.20806361,9.132486933
21,MORTGAGE,2,VENTURE,B,0.11860 ,0,0.13,N,4,11.08215793,9.036106025
24,OWN,6,EDUCATION,A,0.06760 ,0,0.05,N,4,11.08215793,8.160803921
23,MORTGAGE,7,VENTURE,A,0.06760 ,0,0.1,N,2,11.08215793,8.74049673
24,RENT,1,MEDICAL,C,0.12870 ,1,0.34,N,3,10.22037642,9.132486933
23,OWN,7,MEDICAL,C,0.13980 ,0,0.15,N,4,11.08215793,9.210440367
25,MORTGAGE,2,MEDICAL,B,0.10750 ,0,0.15,N,4,11.08215793,9.210440367
25,MORTGAGE,3,VENTURE,C,0.14720 ,0,0.11,N,3,11.08215793,8.853808275
25,MORTGAGE,1,PERSONAL,B,0.11120 ,0,0.23,N,4,11.08215793,9.615872145
23,RENT,1,VENTURE,C,0.14350 ,1,0.32,Y,3,10.26816539,9.132486933
24,MORTGAGE,3,DEBTCONSOLIDATION,C,0.13610 ,0,0.11,Y,3,11.08215793,8.853808275
24,RENT,3,DEBTCONSOLIDATION,C,0.13570 ,1,0.32,N,3,10.26816539,9.132486933
22,MORTGAGE,2,DEBTCONSOLIDATION,B,0.10380 ,0,0.2,N,2,11.08215793,9.472781557
22,MORTGAGE,2,PERSONAL,C,0.14350 ,0,0.2,Y,4,11.08215793,9.472781557
22,RENT,7,MEDICAL,D,0.14110 ,1,0.3,N,4,10.34177474,9.132486933
22,RENT,6,MEDICAL,D,0.14460 ,1,0.29,Y,4,10.38594457,9.132486933
23,RENT,3,PERSONAL,D,0.16320 ,0,0.25,Y,4,10.51074999,9.132486933
24,MORTGAGE,6,PERSONAL,B,0.11490 ,0,0.17,N,2,11.08215793,9.305741457
21,RENT,5,PERSONAL,B,0.09910 ,0,0.24,N,4,10.57134257,9.132486933
23,MORTGAGE,7,VENTURE,A,0.07510 ,0,0.22,N,3,11.08215793,9.575052928
23,MORTGAGE,7,EDUCATION,A,0.07880 ,0,0.08,N,3,11.08215793,8.612685173
23,RENT,7,EDUCATION,D,0.16070 ,0,0.23,N,2,10.59665973,9.132486933
26,MORTGAGE,11,HOMEIMPROVEMENT,A,0.07880 ,0,0.17,N,2,11.08215793,9.301186055
22,MORTGAGE,6,MEDICAL,B,0.11120 ,0,0.06,N,4,11.08215793,8.243019469
26,MORTGAGE,6,VENTURE,E,0.17190 ,0,0.34,N,2,11.08215793,9.998843186
22,RENT,2,DEBTCONSOLIDATION,A,0.10990 ,0,0.14,N,3,11.10947333,9.1378772
26,MORTGAGE,4,EDUCATION,B,0.11490 ,1,0.17,N,4,10.98530967,9.1902397
25,MORTGAGE,6,MEDICAL,B,0.11860 ,0,0.23,N,3,11.08215793,9.615872145
25,OWN,3,VENTURE,A,0.07880 ,0,0.13,N,3,11.08215793,9.071193241
22,MORTGAGE,6,EDUCATION,A,0.07880 ,0,0.15,N,2,11.08215793,9.210440367
23,RENT,7,MEDICAL,C,0.10910 ,0,0.13,Y,3,11.16369418,9.140561477
23,MORTGAGE,4,MEDICAL,A,0.07140 ,0,0.11,N,3,11.08215793,8.853808275
22,RENT,4,EDUCATION,A,0.07490 ,0,0.19,N,3,10.81979828,9.143238568
24,MORTGAGE,5,VENTURE,A,0.07510 ,0,0.12,N,4,11.08215793,8.987321813
22,RENT,1,PERSONAL,B,0.11710 ,1,0.31,N,2,10.30898599,9.145908512
22,MORTGAGE,4,DEBTCONSOLIDATION,C,0.13110 ,0,0.12,N,4,11.08215793,8.99974279
22,MORTGAGE,6,VENTURE,B,0.10990 ,0,0.09,N,2,11.08215793,8.699681401
25,MORTGAGE,9,EDUCATION,B,0.11360 ,1,0.34,N,2,10.98530967,9.903537551
26,MORTGAGE,2,HOMEIMPROVEMENT,C,0.13480 ,1,0.34,Y,3,10.98530967,9.903537551
24,MORTGAGE,8,PERSONAL,A,0.06390 ,0,0.04,N,3,11.08215793,7.824445931
26,RENT,2,EDUCATION,B,0.09910 ,0,0.21,N,2,10.72548958,9.148571346
23,RENT,2,VENTURE,E,0.16320 ,1,0.21,Y,3,10.69196764,9.148571346
26,MORTGAGE,4,EDUCATION,B,0.11360 ,0,0.09,N,4,11.08215793,8.699681401
24,OWN,3,PERSONAL,B,0.11360 ,0,0.09,N,2,11.08215793,8.699681401
24,MORTGAGE,0,DEBTCONSOLIDATION,C,0.12730 ,0,0.05,N,3,11.08215793,8.006700845
23,RENT,5,EDUCATION,B,0.09990 ,0,0.19,N,4,10.8277663,9.148571346
22,RENT,6,MEDICAL,C,0.13490 ,0,0.21,Y,2,10.71443999,9.151227107
23,MORTGAGE,2,DEBTCONSOLIDATION,B,0.11360 ,0,0.07,N,4,11.08215793,8.389587067
24,RENT,3,MEDICAL,A,0.06620 ,1,0.38,N,4,10.1266711,9.153875835
23,MORTGAGE,3,PERSONAL,A,0.07140 ,0,0.12,N,4,11.08215793,8.987321813
21,RENT,1,DEBTCONSOLIDATION,D,0.16770 ,1,0.36,N,2,10.16589028,9.153875835
24,MORTGAGE,1,EDUCATION,A,0.07510 ,0,0.13,N,2,11.08215793,9.047939083
24,RENT,2,PERSONAL,A,0.07660 ,1,0.28,N,2,10.42231111,9.153875835
24,MORTGAGE,7,VENTURE,D,0.15310 ,0,0.22,Y,4,11.08215793,9.546884035
26,RENT,9,MEDICAL,D,0.15620 ,1,0.28,N,3,10.44001016,9.153875835
25,RENT,1,VENTURE,A,0.07880 ,1,0.49,N,4,9.86271764,9.159152335
26,OWN,3,MEDICAL,C,0.13920 ,0,0.11,Y,3,11.08215793,8.853808275
22,OWN,6,MEDICAL,C,0.13920 ,0,0.05,Y,4,11.08215793,8.006700845
21,RENT,2,VENTURE,A,0.08900 ,1,0.47,N,4,9.903537551,9.159152335
23,MORTGAGE,7,EDUCATION,B,0.11480 ,0,0.09,N,4,11.08215793,8.699681401
23,MORTGAGE,4,EDUCATION,A,0.08590 ,0,0.12,N,3,11.08215793,8.922791624
24,RENT,0,DEBTCONSOLIDATION,F,0.19040 ,1,0.41,Y,4,10.04503052,9.159152335
22,RENT,0,DEBTCONSOLIDATION,D,0.15330 ,1,0.35,Y,3,10.20362918,9.159152335
24,RENT,1,MEDICAL,A,0.05990 ,1,0.34,N,3,10.2399955,9.159152335
26,RENT,4,MEDICAL,A,0.08940 ,1,0.34,N,4,10.2399955,9.159152335
24,RENT,1,VENTURE,C,0.13920 ,1,0.32,N,2,10.30898599,9.159152335
22,RENT,5,PERSONAL,C,0.13570 ,0,0.3,N,3,10.37352243,9.159152335
23,MORTGAGE,2,EDUCATION,B,0.12180 ,0,0.31,N,4,11.08215793,9.903537551
24,RENT,4,MEDICAL,B,0.10990 ,0,0.26,N,2,10.52293437,9.159152335
24,MORTGAGE,1,MEDICAL,A,0.08590 ,0,0.15,N,3,11.08215793,9.210440367
23,RENT,1,VENTURE,C,0.10990 ,1,0.28,N,3,10.43414521,9.159152335
24,OWN,2,MEDICAL,E,0.17740 ,1,0.2,Y,2,10.98530967,9.392745259
22,OTHER,3,MEDICAL,D,0.10990 ,1,0.2,Y,3,10.98530967,9.392745259
22,MORTGAGE,6,VENTURE,A,0.08940 ,0,0.26,N,2,11.08215793,9.741027445
23,RENT,5,EDUCATION,A,0.07880 ,0,0.23,N,2,10.62135174,9.159152335
23,RENT,0,EDUCATION,B,0.11260 ,0,0.22,N,2,10.6934211,9.159152335
25,RENT,1,MEDICAL,B,0.10990 ,0,0.21,N,3,10.73641841,9.159152335
25,RENT,5,EDUCATION,A,0.06760 ,0,0.2,N,3,10.7472291,9.159152335
23,RENT,2,HOMEIMPROVEMENT,D,0.14740 ,1,0.23,Y,4,10.61090739,9.159152335
26,RENT,5,PERSONAL,C,0.12870 ,0,0.2,N,4,10.75792416,9.159152335
25,MORTGAGE,0,HOMEIMPROVEMENT,B,0.11480 ,0,0.23,N,4,11.08215793,9.615872145
22,OWN,1,VENTURE,D,0.15370 ,0,0.08,N,4,11.08215793,8.517393171
22,OTHER,1,DEBTCONSOLIDATION,D,0.10990 ,1,0.25,Y,2,10.98530967,9.615872145
24,RENT,0,MEDICAL,C,0.12730 ,0,0.2,N,4,10.79144054,9.159152335
24,MORTGAGE,3,DEBTCONSOLIDATION,C,0.12530 ,1,0.12,Y,4,10.98530967,8.824824939
22,MORTGAGE,6,VENTURE,A,0.09320 ,0,0.02,N,2,11.08215793,7.313886832
22,RENT,6,MEDICAL,A,0.06990 ,0,0.19,N,2,10.81979828,9.159152335
24,RENT,1,EDUCATION,C,0.14790 ,0,0.18,Y,3,10.8685875,9.159152335
26,MORTGAGE,6,MEDICAL,B,0.10990 ,0,0.14,N,2,11.08215793,9.132486933
23,RENT,7,MEDICAL,C,0.14650 ,0,0.18,N,2,10.89675784,9.159152335
26,RENT,10,EDUCATION,D,0.16290 ,0,0.18,N,2,10.89696152,9.159152335
24,RENT,5,VENTURE,A,0.09630 ,0,0.17,N,4,10.91510665,9.159152335
23,MORTGAGE,2,EDUCATION,B,0.10950 ,0,0.23,N,3,11.08215793,9.615872145
25,MORTGAGE,6,PERSONAL,C,0.13470 ,0,0.12,N,4,11.08215793,8.922791624
22,RENT,2,DEBTCONSOLIDATION,A,0.08900 ,0,0.17,N,4,10.94024217,9.159152335
22,MORTGAGE,3,DEBTCONSOLIDATION,D,0.14110 ,1,0.33,Y,3,10.98530967,9.890959402
25,RENT,2,EDUCATION,A,0.06170 ,0,0.17,N,4,10.95082409,9.159152335
25,RENT,1,HOMEIMPROVEMENT,B,0.12530 ,0,0.17,N,4,10.95082409,9.159152335
25,MORTGAGE,0,DEBTCONSOLIDATION,A,0.07370 ,0,0.03,N,2,11.08215793,7.601402335
22,MORTGAGE,4,EDUCATION,A,0.09630 ,0,0.14,N,3,11.08215793,9.105090961
25,RENT,4,VENTURE,A,0.07510 ,0,0.16,N,2,11.01864554,9.159152335
25,RENT,2,DEBTCONSOLIDATION,A,0.07140 ,0,0.14,N,3,11.12727769,9.159152335
26,MORTGAGE,4,EDUCATION,B,0.11890 ,0,0.08,N,4,11.08215793,8.517393171
23,MORTGAGE,7,VENTURE,C,0.12720 ,0,0.27,N,3,11.08215793,9.775710998
24,RENT,4,MEDICAL,D,0.16490 ,1,0.14,N,3,10.9793599,9.159152335
22,RENT,1,HOMEIMPROVEMENT,D,0.15330 ,1,0.14,Y,4,11.14187628,9.159152335
26,MORTGAGE,6,EDUCATION,A,0.09070 ,0,0.09,N,3,11.08215793,8.699681401
24,RENT,1,PERSONAL,A,0.07490 ,0,0.14,N,3,11.16261593,9.16440114
22,MORTGAGE,1,PERSONAL,B,0.10080 ,0,0.12,N,4,11.08215793,8.922791624
23,MORTGAGE,7,EDUCATION,B,0.10710 ,0,0.08,N,4,11.08215793,8.542080907
25,OWN,9,PERSONAL,C,0.11660 ,0,0.11,Y,4,11.08215793,8.853808275
22,RENT,1,DEBTCONSOLIDATION,A,0.06620 ,0,0.22,N,3,10.66897865,9.167015247
22,RENT,0,EDUCATION,A,0.07490 ,1,0.44,N,2,9.980494889,9.169622539
23,RENT,3,EDUCATION,C,0.13160 ,1,0.44,N,2,9.998843186,9.169622539
25,RENT,9,PERSONAL,B,0.11710 ,1,0.4,N,4,10.08585078,9.169622539
21,RENT,4,HOMEIMPROVEMENT,C,0.14270 ,1,0.4,N,4,10.08585078,9.169622539
23,RENT,4,PERSONAL,B,0.09990 ,1,0.4,N,4,10.08585078,9.169622539
23,MORTGAGE,1,EDUCATION,E,0.14500 ,0,0.23,N,4,11.08215793,9.615872145
23,MORTGAGE,7,EDUCATION,A,0.07750 ,0,0.06,N,2,11.08215793,8.294299609
23,MORTGAGE,0,PERSONAL,A,0.08380 ,0,0.2,N,2,11.08215793,9.457278572
23,MORTGAGE,7,PERSONAL,A,0.07430 ,0,0.08,N,4,11.08215793,8.517393171
22,MORTGAGE,5,VENTURE,A,0.06030 ,0,0.19,N,4,11.08221947,9.43356392
22,MORTGAGE,6,MEDICAL,A,0.06030 ,0,0.08,N,2,11.08221947,8.612685173
24,MORTGAGE,8,HOMEIMPROVEMENT,C,0.13490 ,0,0.06,Y,4,11.08221947,8.188966864
21,RENT,1,EDUCATION,B,0.10370 ,1,0.33,N,3,10.26816539,9.169622539
22,OWN,3,VENTURE,B,0.10990 ,0,0.06,N,3,11.08221947,8.294299609
21,MORTGAGE,5,DEBTCONSOLIDATION,B,0.09990 ,0,0.08,N,3,11.08221947,8.517393171
23,RENT,2,VENTURE,C,0.10990 ,0,0.29,N,4,10.41274194,9.169622539
26,RENT,1,MEDICAL,B,0.09880 ,0,0.28,N,2,10.43402756,9.169622539
25,MORTGAGE,9,MEDICAL,A,0.06920 ,0,0.07,N,2,11.08221947,8.412054873
22,MORTGAGE,5,EDUCATION,A,0.10990 ,0,0.1,N,2,11.08221947,8.77971129
22,MORTGAGE,6,MEDICAL,B,0.09250 ,0,0.1,N,4,11.08221947,8.77971129
26,MORTGAGE,7,HOMEIMPROVEMENT,B,0.10360 ,0,0.31,N,3,11.08221947,9.903537551
25,RENT,3,MEDICAL,A,0.07880 ,0,0.28,N,4,10.43414521,9.169622539
23,RENT,5,DEBTCONSOLIDATION,D,0.16020 ,1,0.28,Y,3,10.45048116,9.169622539
22,RENT,7,PERSONAL,G,0.19160 ,1,0.28,Y,2,10.4574014,9.169622539
25,RENT,5,VENTURE,B,0.09910 ,0,0.27,N,2,10.46313191,9.169622539
23,MORTGAGE,7,PERSONAL,A,0.07880 ,0,0.23,N,3,11.08221947,9.615872145
22,RENT,1,EDUCATION,B,0.11990 ,0,0.27,N,4,10.46313191,9.169622539
23,RENT,4,VENTURE,B,0.11890 ,0,0.27,N,2,10.47449535,9.169622539
21,MORTGAGE,5,MEDICAL,A,0.07880 ,0,0.02,N,4,11.08221947,7.313886832
24,RENT,0,MEDICAL,D,0.14910 ,1,0.32,Y,4,10.30898599,9.169622539
22,MORTGAGE,0,EDUCATION,C,0.13230 ,0,0.2,N,2,11.08221947,9.472781557
26,RENT,8,PERSONAL,C,0.11970 ,0,0.26,Y,4,10.51859211,9.169622539
25,RENT,5,DEBTCONSOLIDATION,D,0.16770 ,1,0.31,N,3,10.34177474,9.169622539
23,OWN,5,VENTURE,C,0.12870 ,0,0.11,Y,2,11.08221947,8.853808275
21,RENT,0,DEBTCONSOLIDATION,C,0.13110 ,0,0.25,Y,4,10.53850232,9.169622539
26,MORTGAGE,10,HOMEIMPROVEMENT,B,0.11580 ,0,0.08,N,3,11.08221947,8.517393171
23,RENT,7,PERSONAL,C,0.13480 ,1,0.3,Y,3,10.36725301,9.169622539
25,MORTGAGE,1,MEDICAL,C,0.13470 ,0,0.08,Y,3,11.08221947,8.517393171
24,RENT,2,VENTURE,C,0.14650 ,0,0.24,N,4,10.59665973,9.169622539
26,RENT,3,VENTURE,C,0.14270 ,0,0.24,N,4,10.59665973,9.169622539
25,RENT,7,PERSONAL,D,0.14540 ,1,0.28,N,2,10.43414521,9.169622539
23,MORTGAGE,1,MEDICAL,C,0.14790 ,0,0.14,Y,4,11.08369519,9.105090961
24,MORTGAGE,9,VENTURE,B,0.10250 ,0,0.28,N,4,11.08458572,9.798182591
22,RENT,0,MEDICAL,C,0.14720 ,0,0.24,Y,2,10.59665973,9.169622539
22,MORTGAGE,1,DEBTCONSOLIDATION,A,0.07140 ,0,0.06,N,4,11.08523009,8.294299609
24,MORTGAGE,5,MEDICAL,B,0.11260 ,0,0.05,N,3,11.08523009,8.006700845
21,MORTGAGE,5,VENTURE,A,0.10990 ,0,0.25,N,3,11.08604263,9.685082756
23,OWN,4,MEDICAL,B,0.10990 ,0,0.28,N,4,11.08645631,9.798182591
22,MORTGAGE,6,EDUCATION,B,0.11710 ,0,0.1,N,4,11.08734438,8.77971129
23,MORTGAGE,4,VENTURE,D,0.15050 ,0,0.31,Y,4,11.08829283,9.903537551
22,RENT,3,EDUCATION,D,0.17270 ,1,0.27,Y,4,10.49130199,9.169622539
22,MORTGAGE,6,EDUCATION,A,0.06920 ,0,0.12,N,2,11.08853744,8.987321813
25,MORTGAGE,9,DEBTCONSOLIDATION,B,0.11990 ,0,0.13,N,2,11.08911816,9.036106025
21,MORTGAGE,3,VENTURE,B,0.10370 ,0,0.2,N,4,11.08975962,9.4918283
22,RENT,1,EDUCATION,C,0.11220 ,0,0.23,Y,2,10.65728288,9.169622539
23,MORTGAGE,3,PERSONAL,B,0.10990 ,0,0.26,N,2,11.08982069,9.729193687
25,RENT,6,HOMEIMPROVEMENT,A,0.05990 ,1,0.26,N,4,10.52409092,9.169622539
22,RENT,5,PERSONAL,D,0.16770 ,1,0.25,Y,2,10.57134257,9.169622539
22,RENT,2,EDUCATION,C,0.12730 ,0,0.21,N,3,10.71443999,9.169622539
24,OWN,4,EDUCATION,B,0.10740 ,0,0.08,N,2,11.09049221,8.517393171
21,MORTGAGE,5,EDUCATION,D,0.15990 ,0,0.05,Y,3,11.09122426,8.188966864
23,RENT,2,EDUCATION,B,0.10250 ,0,0.21,N,2,10.71443999,9.169622539
21,RENT,3,MEDICAL,B,0.12180 ,0,0.21,N,3,10.71443999,9.169622539
25,MORTGAGE,5,EDUCATION,E,0.16450 ,1,0.1,N,4,10.99542763,8.699681401
26,MORTGAGE,9,VENTURE,E,0.16450 ,1,0.35,N,2,10.99542763,9.952325335
24,MORTGAGE,8,VENTURE,A,0.10990 ,0,0.15,N,3,11.09134622,9.210440367
25,MORTGAGE,1,MEDICAL,C,0.11780 ,0,0.15,Y,2,11.09134622,9.210440367
25,MORTGAGE,1,EDUCATION,D,0.14590 ,0,0.03,N,3,11.09297596,7.601402335
22,RENT,0,DEBTCONSOLIDATION,B,0.10990 ,0,0.21,N,4,10.73641841,9.169622539
23,MORTGAGE,6,EDUCATION,A,0.09630 ,0,0.13,N,3,11.09359974,9.08262063
22,MORTGAGE,6,MEDICAL,C,0.13920 ,0,0.26,N,2,11.095241,9.729193687
26,RENT,0,EDUCATION,C,0.12730 ,0,0.2,Y,3,10.77897712,9.169622539
24,RENT,0,HOMEIMPROVEMENT,A,0.07510 ,0,0.19,N,3,10.81979828,9.169622539
24,MORTGAGE,0,DEBTCONSOLIDATION,B,0.10990 ,1,0.02,N,4,11.00151634,7.151485464
23,RENT,2,EDUCATION,C,0.14260 ,0,0.19,N,3,10.81979828,9.169622539
24,RENT,7,HOMEIMPROVEMENT,A,0.10990 ,0,0.19,N,2,10.82974842,9.169622539
25,RENT,0,MEDICAL,C,0.10990 ,0,0.19,Y,2,10.83960052,9.169622539
24,MORTGAGE,8,PERSONAL,D,0.18250 ,0,0.23,N,4,11.09742517,9.615872145
24,RENT,7,DEBTCONSOLIDATION,D,0.15310 ,1,0.21,Y,3,10.71443999,9.169622539
26,OWN,0,HOMEIMPROVEMENT,C,0.13490 ,0,0.27,Y,3,11.09742517,9.798182591
26,MORTGAGE,0,MEDICAL,A,0.07900 ,1,0.08,N,2,11.00211651,8.517393171
26,RENT,7,VENTURE,B,0.11710 ,0,0.18,N,2,10.87806606,9.169622539
21,RENT,3,PERSONAL,D,0.10990 ,0,0.18,Y,4,10.87806606,9.169622539
22,RENT,2,VENTURE,A,0.07660 ,0,0.18,N,4,10.87806606,9.169622539
23,MORTGAGE,7,VENTURE,A,0.06030 ,0,0.23,N,4,11.09742517,9.615872145
22,MORTGAGE,4,EDUCATION,A,0.07900 ,0,0.09,N,3,11.09742517,8.699681401
22,RENT,6,PERSONAL,A,0.07900 ,0,0.18,N,4,10.89675784,9.169622539
22,MORTGAGE,0,EDUCATION,A,0.07510 ,0,0.09,N,2,11.09742517,8.699681401
22,OWN,6,EDUCATION,A,0.07900 ,0,0.08,N,4,11.09742517,8.517393171
22,OWN,6,DEBTCONSOLIDATION,D,0.17580 ,0,0.11,Y,4,11.09742517,8.922791624
25,MORTGAGE,5,HOMEIMPROVEMENT,C,0.14270 ,1,0.13,N,3,11.00211651,8.987321813
23,MORTGAGE,5,VENTURE,A,0.06620 ,0,0.09,N,2,11.09742517,8.699681401
25,RENT,10,EDUCATION,A,0.07510 ,1,0.2,N,2,10.79959599,9.169622539
22,RENT,3,MEDICAL,A,0.08900 ,0,0.17,N,4,10.91510665,9.169622539
23,RENT,7,VENTURE,A,0.07490 ,0,0.17,N,2,10.91510665,9.169622539
26,RENT,4,VENTURE,A,0.07660 ,0,0.17,N,2,10.91510665,9.169622539
22,RENT,3,DEBTCONSOLIDATION,D,0.10990 ,1,0.2,N,2,10.79959599,9.169622539
23,MORTGAGE,4,VENTURE,B,0.10990 ,0,0.05,N,4,11.09742517,8.006700845
22,MORTGAGE,4,EDUCATION,A,0.07490 ,1,0.23,N,2,11.00211651,9.546884035
25,OWN,9,PERSONAL,A,0.07490 ,0,0.23,N,4,11.09742517,9.615872145
22,OWN,1,VENTURE,C,0.14790 ,0,0.23,Y,3,11.09742517,9.615872145
26,RENT,10,EDUCATION,C,0.13990 ,0,0.17,Y,4,10.96821553,9.169622539
23,RENT,0,EDUCATION,C,0.14650 ,0,0.16,Y,2,11.00211651,9.169622539
22,RENT,4,PERSONAL,A,0.07900 ,0,0.16,N,3,11.00211651,9.169622539
25,RENT,9,DEBTCONSOLIDATION,A,0.07900 ,0,0.16,N,2,11.00211651,9.169622539
26,MORTGAGE,7,PERSONAL,B,0.11990 ,0,0.06,N,2,11.09742517,8.294299609
23,MORTGAGE,8,EDUCATION,B,0.09990 ,0,0.13,N,2,11.09742517,9.076923259
23,RENT,2,PERSONAL,F,0.20620 ,1,0.18,Y,2,10.89675784,9.169622539
25,RENT,5,HOMEIMPROVEMENT,D,0.15620 ,1,0.18,N,2,10.89675784,9.169622539
25,MORTGAGE,9,MEDICAL,B,0.11490 ,0,0.1,N,4,11.09742517,8.794976432
22,MORTGAGE,6,DEBTCONSOLIDATION,B,0.11490 ,0,0.15,N,3,11.09742517,9.210440367
23,MORTGAGE,4,PERSONAL,A,0.05420 ,0,0.15,N,3,11.09742517,9.210440367
26,MORTGAGE,10,DEBTCONSOLIDATION,A,0.07490 ,0,0.23,N,2,11.09742517,9.648659817
24,MORTGAGE,7,VENTURE,C,0.13990 ,0,0.17,N,2,11.09742517,9.323758339
21,MORTGAGE,5,EDUCATION,A,0.07490 ,0,0.07,N,2,11.09742517,8.412054873
25,RENT,5,EDUCATION,D,0.14460 ,0,0.15,Y,4,11.05090588,9.169622539
23,MORTGAGE,7,VENTURE,B,0.10740 ,0,0.04,N,3,11.09742517,7.901377354
22,MORTGAGE,6,PERSONAL,A,0.05790 ,0,0.18,N,3,11.09742517,9.392745259
22,RENT,6,PERSONAL,C,0.12990 ,0,0.15,Y,4,11.08215793,9.169622539
26,RENT,3,EDUCATION,A,0.07490 ,1,0.16,N,3,10.98530967,9.169622539
23,MORTGAGE,7,PERSONAL,B,0.09630 ,0,0.15,N,4,11.09742517,9.210440367
22,RENT,3,MEDICAL,C,0.11970 ,0,0.15,N,2,11.08215793,9.169622539
26,MORTGAGE,6,DEBTCONSOLIDATION,B,0.09630 ,0,0.11,N,2,11.09742517,8.853808275
24,RENT,7,DEBTCONSOLIDATION,A,0.08490 ,0,0.15,N,2,11.08905705,9.169622539
24,RENT,8,PERSONAL,B,0.11260 ,0,0.15,N,3,11.09742517,9.169622539
21,MORTGAGE,5,MEDICAL,A,0.06910 ,0,0.27,N,3,11.09742517,9.798182591
22,RENT,4,DEBTCONSOLIDATION,A,0.07510 ,0,0.14,N,2,11.12733651,9.169622539
24,MORTGAGE,8,MEDICAL,A,0.06540 ,0,0.23,N,4,11.09742517,9.615872145
24,RENT,1,EDUCATION,B,0.11710 ,0,0.14,N,4,11.15620766,9.169622539
22,MORTGAGE,6,VENTURE,B,0.10990 ,0,0.04,N,2,11.09742517,7.783640596
26,RENT,0,EDUCATION,C,0.11970 ,1,0.15,N,4,11.06665399,9.169622539
22,MORTGAGE,4,DEBTCONSOLIDATION,A,0.06760 ,0,0.04,N,3,11.09742517,7.901377354
23,RENT,1,MEDICAL,A,0.07900 ,0,0.14,N,4,11.16423286,9.169622539
25,MORTGAGE,4,HOMEIMPROVEMENT,C,0.14350 ,0,0.23,N,4,11.09742517,9.615872145
22,MORTGAGE,5,DEBTCONSOLIDATION,A,0.07510 ,0,0.13,N,2,11.09742517,9.047939083
23,MORTGAGE,3,VENTURE,A,0.07880 ,0,0.09,N,2,11.09742517,8.699681401
22,MORTGAGE,4,VENTURE,A,0.07510 ,0,0.05,N,3,11.09742517,8.006700845
23,MORTGAGE,0,PERSONAL,A,0.07880 ,0,0.12,N,3,11.09742517,8.96200721
25,RENT,5,HOMEIMPROVEMENT,A,0.05790 ,0,0.14,N,4,11.17044924,9.169622539
22,RENT,7,EDUCATION,A,0.07290 ,0,0.13,N,3,11.19240335,9.169622539
24,RENT,5,MEDICAL,C,0.13920 ,0,0.13,Y,3,11.19822842,9.169622539
25,RENT,8,PERSONAL,B,0.12690 ,0,0.13,N,3,11.22525673,9.169622539
26,RENT,2,PERSONAL,B,0.10000 ,0,0.13,N,4,11.22525673,9.169622539
24,MORTGAGE,5,DEBTCONSOLIDATION,B,0.10250 ,0,0.2,N,2,11.09742517,9.472781557
23,MORTGAGE,7,VENTURE,B,0.09880 ,0,0.08,N,4,11.09742517,8.517393171
