person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file,log_person_income,log_loan_amnt
24,41100,2.0,9200,0.1242,0,0.22,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.623787731088578,9.127067452782361
23,97000,7.0,10000,0.1399,0,0.1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.48247656671073,9.210440366976517
24,97850,5.0,10000,0.0751,0,0.1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.491201192496069,9.210440366976517
25,98000,9.0,10000,0.12689999999999999,0,0.1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.49273296168228,9.210440366976517
23,41196,7.0,16000,0.1183,0,0.39,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.626120717152457,9.680406499268875
26,99000,5.0,10000,0.0729,0,0.1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.502885230075814,9.210440366976517
25,99275,1.0,10000,0.1465,0,0.1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,11.505659128978182,9.210440366976517
21,41200,3.0,8000,0.1148,0,0.19,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.626217806887722,8.987321812850125
24,87996,8.0,10000,0.1484,1,0.11,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.385058001970144,9.210440366976517
22,99996,1.0,10000,0.0932,0,0.1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.51289546452022,9.210440366976517
22,100000,3.0,10000,0.1065,0,0.1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.51293546492023,9.210440366976517
24,100000,5.0,10000,0.0751,0,0.1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.51293546492023,9.210440366976517
25,100000,3.0,10000,0.0662,0,0.1,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.51293546492023,9.210440366976517
25,88000,9.0,10000,0.1788,1,0.11,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.385103457032141,9.210440366976517
24,100000,4.0,10000,0.16399999999999998,0,0.1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.51293546492023,9.210440366976517
21,88000,4.0,10000,0.1793,1,0.11,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.385103457032141,9.210440366976517
23,100000,0.0,10000,0.11460000000000001,0,0.1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.51293546492023,9.210440366976517
21,102000,5.0,10000,0.1099,0,0.1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.532737896139919,9.210440366976517
23,41496,4.0,7200,0.1099,0,0.17,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10.633376414449176,8.881975184248867
26,102000,5.0,10000,0.0859,0,0.1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.532737896139919,9.210440366976517
25,107000,0.0,10000,0.08380000000000001,0,0.09,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.580593459194764,9.210440366976517
24,41500,8.0,8500,0.07139999999999999,0,0.2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.633472802314019,9.04793908261736
23,107500,7.0,10000,0.0766,0,0.09,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.58525542883217,9.210440366976517
26,96000,2.0,10000,0.1528,1,0.1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.472113887062386,9.210440366976517
25,41508,9.0,1600,0.1311,0,0.04,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.63366555017632,7.3783837129967145
23,98000,0.0,10000,0.16399999999999998,1,0.1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11.49273296168228,9.210440366976517
25,41520,9.0,4400,0.0729,0,0.11,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.633954602328156,8.38958706681109
23,110000,5.0,10000,0.0788,0,0.09,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.608244735642321,9.210440366976517
22,41600,4.0,12000,0.1242,0,0.29,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.635879484421974,9.392745258631441
22,41600,0.0,6800,0.1059,0,0.16,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.635879484421974,8.824824939175638
23,41600,7.0,7000,0.1343,0,0.17,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.635879484421974,8.853808274977197
26,113000,3.0,10000,0.13720000000000002,0,0.09,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.635151947212842,9.210440366976517
24,41600,0.0,10000,0.0894,0,0.24,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.635879484421974,9.210440366976517
22,41600,2.0,3000,0.1505,0,0.07,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.635879484421974,8.006700845440367
24,114800,6.0,10000,0.0894,0,0.09,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.650955473631058,9.210440366976517
22,41604,1.0,14400,0.1099,0,0.35,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.63597563133453,9.575052927597383
25,41664,6.0,4000,0.0599,0,0.1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.637416726816307,8.294299608857235
25,115000,6.0,10000,0.0729,0,0.09,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.652696102959753,9.210440366976517
22,41717,5.0,20000,0.1112,0,0.48,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.638687969327073,9.90353755128617
25,41718,3.0,5000,0.0751,0,0.12,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.638711939508168,8.517393171418904
25,115000,3.0,10000,0.10369999999999999,0,0.09,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.652696102959753,9.210440366976517
21,35760,5.0,2400,0.1099,1,0.07,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.484613193102275,7.783640596221253
25,116000,5.0,10000,0.1426,0,0.09,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.661354090741,9.210440366976517
22,41784,6.0,5000,0.0603,0,0.12,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.640292702435536,8.517393171418904
22,41800,3.0,3100,0.0676,0,0.07,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.640675541671662,8.03947991910045
22,41820,4.0,2500,0.0691,0,0.06,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.641153884700563,7.824445930877619
21,120000,2.0,10000,0.11710000000000001,0,0.08,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.695255355062795,9.210440366976517
21,120000,4.0,10000,0.0999,0,0.08,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.695255355062795,9.210440366976517
26,120000,11.0,10000,0.1268,0,0.08,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11.695255355062795,9.210440366976517
23,35941,7.0,3500,0.1335,1,0.1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10.489661807091968,8.160803920954665
24,120000,3.0,10000,0.0788,0,0.08,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.695255355062795,9.210440366976517
24,120000,4.0,10000,0.1361,0,0.08,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.695255355062795,9.210440366976517
23,91800,7.0,10000,0.1099,1,0.09,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.427378469795439,9.210440366976517
25,120000,3.0,10000,0.0932,0,0.08,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.695255355062795,9.210440366976517
23,120000,0.0,10000,0.1166,0,0.08,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.695255355062795,9.210440366976517
24,42000,5.0,19200,0.079,0,0.46,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,9.862717639992917
26,122500,1.0,10000,0.1065,0,0.08,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.715874472198905,9.210440366976517
25,42000,4.0,3000,0.09910000000000001,0,0.07,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.645448706505872,8.006700845440367
23,124000,2.0,10000,0.1427,0,0.08,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.728044909070785,9.210440366976517
22,42000,1.0,10500,0.1465,0,0.25,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.645448706505872,9.259225769705994
26,125000,6.0,10000,0.07490000000000001,0,0.08,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.736077016252437,9.210440366976517
25,130000,7.0,10000,0.07490000000000001,0,0.08,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.775297421715827,9.210440366976517
22,36000,6.0,4000,0.12689999999999999,1,0.11,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.491301994830229,8.294299608857235
21,36000,2.0,5000,0.1427,1,0.14,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.491301994830229,8.517393171418904
25,42000,9.0,12000,0.09910000000000001,0,0.29,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.645448706505872,9.392745258631441
23,42000,0.0,6000,0.1677,0,0.14,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.645448706505872,8.699681400989514
25,42000,1.0,13975,0.08900000000000001,0,0.33,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,9.545096851813893
25,132000,4.0,10000,0.1284,0,0.08,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.790564777297387,9.210440366976517
22,42000,6.0,15000,0.1349,0,0.36,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.645448706505872,9.61587214452889
22,140000,0.0,10000,0.0999,0,0.07,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.849404844423074,9.210440366976517
24,140000,0.0,10000,0.1114,0,0.07,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.849404844423074,9.210440366976517
24,42000,5.0,4900,0.0603,0,0.12,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,8.497194544909547
24,42000,8.0,8000,0.0662,0,0.19,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,8.987321812850125
22,42000,5.0,5400,0.0603,0,0.13,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.594339400592892
22,42000,6.0,4800,0.1099,0,0.11,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.476579508530941
26,145000,1.0,10000,0.1099,0,0.07,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.884495917930655,9.210440366976517
22,42000,4.0,3500,0.09910000000000001,0,0.08,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.645448706505872,8.160803920954665
24,42000,3.0,8675,0.0751,0,0.21,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,9.068315871946766
23,157500,1.0,10000,0.12689999999999999,0,0.06,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11.967187086434018,9.210440366976517
25,42000,6.0,18000,0.1099,0,0.43,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,9.798182590890704
22,160000,0.0,10000,0.0894,0,0.06,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.982935344196433,9.210440366976517
25,153000,9.0,10000,0.1496,1,0.07,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.938199736300925,9.210440366976517
24,165000,2.0,10000,0.092,0,0.06,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12.013706813470414,9.210440366976517
24,42000,6.0,3125,0.08900000000000001,0,0.07,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.645448706505872,8.047509510981422
25,175000,4.0,10000,0.1505,0,0.06,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.07254696717504,9.210440366976517
24,238000,2.0,10000,0.1367,1,0.04,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12.380030154325457,9.210440366976517
22,42000,7.0,9350,0.12689999999999999,0,0.22,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.645448706505872,9.143238568435446
24,42000,4.0,8000,0.0662,0,0.19,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.987321812850125
24,24148,1.0,9975,0.1148,1,0.41,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.091998250355894,9.207937487359873
22,29004,4.0,9975,0.1099,1,0.34,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.275223507900165,9.207937487359873
24,46000,2.0,9975,0.1311,0,0.22,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10.736418414365376,9.207937487359873
22,60000,6.0,9975,0.1148,0,0.17,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.002116507732017,9.207937487359873
22,42000,6.0,3000,0.0603,0,0.07,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.645448706505872,8.006700845440367
23,65000,0.0,9975,0.0751,0,0.15,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.082157933374816,9.207937487359873
23,42000,5.0,6500,0.0603,0,0.15,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.77971129020447
22,72000,0.0,9975,0.1099,0,0.14,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.184435286790631,9.207937487359873
22,42000,6.0,10000,0.0603,0,0.24,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.645448706505872,9.210440366976517
25,42000,9.0,9100,0.1099,0,0.22,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,9.116139576577355
22,83200,6.0,9975,0.1099,0,0.12,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.329014645967838,9.207937487359873
25,26880,1.0,4900,0.1426,0,0.18,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10.199174996326047,8.497194544909547
21,42000,5.0,5000,0.17489999999999997,0,0.12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.645448706505872,8.517393171418904
22,26400,6.0,9900,0.11710000000000001,1,0.38,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.181157167204903,9.200391041122515
22,30000,4.0,9875,0.0729,1,0.33,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.308985993422082,9.19786285046507
23,42000,7.0,8000,0.1099,0,0.19,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.645448706505872,8.987321812850125
26,28000,5.0,9800,0.0729,1,0.35,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.239995502805316,9.19023970026918
22,33000,4.0,9800,0.1099,1,0.3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10.404293143019792,9.19023970026918
25,36000,3.0,9800,0.1036,0,0.27,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.491301994830229,9.19023970026918
23,48000,7.0,9800,0.0788,0,0.2,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.778977123006351,9.19023970026918
23,44000,7.0,9800,0.0751,1,0.22,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.691967639914864,9.19023970026918
24,42000,4.0,12000,0.0699,0,0.29,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,9.392745258631441
23,44000,7.0,9800,0.1311,1,0.22,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.691967639914864,9.19023970026918
24,42000,8.0,1000,0.1149,0,0.02,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.645448706505872,6.90875477931522
26,36000,3.0,11000,0.1059,1,0.31,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.491301994830229,9.305741456739435
24,53500,0.0,9800,0.0617,0,0.18,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.887455624298198,9.19023970026918
23,60000,4.0,9800,0.1349,0,0.16,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.002116507732017,9.19023970026918
22,60000,4.0,9800,0.1099,0,0.16,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.002116507732017,9.19023970026918
25,60000,4.0,9800,0.1099,0,0.16,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.002116507732017,9.19023970026918
24,82500,8.0,9800,0.0751,0,0.12,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.320565693461432,9.19023970026918
23,66300,7.0,9800,0.157,1,0.13,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11.101960259016467,9.19023970026918
22,42000,3.0,7000,0.1099,0,0.17,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.853808274977197
26,93000,7.0,9800,0.1025,0,0.11,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.440365524765756,9.19023970026918
25,42000,2.0,7200,0.1479,0,0.17,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.645448706505872,8.881975184248867
26,107000,2.0,9800,0.08900000000000001,0,0.09,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.580593459194764,9.19023970026918
23,36000,7.0,6725,0.1149,1,0.19,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.491301994830229,8.813735892300215
21,42000,5.0,7000,0.1523,0,0.17,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.645448706505872,8.853808274977197
23,36504,0.0,4900,0.1268,0,0.13,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.505204516490187,8.497194544909547
25,32400,2.0,4900,0.1149,1,0.15,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.385944565501662,8.497194544909547
23,42000,2.0,4900,0.1472,0,0.12,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.645448706505872,8.497194544909547
22,42000,6.0,14750,0.12990000000000002,0,0.35,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.645448706505872,9.599066156080049
22,42000,6.0,6000,0.12990000000000002,0,0.14,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.645448706505872,8.699681400989514
22,42000,5.0,5000,0.0699,0,0.12,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.517393171418904
26,36000,1.0,4500,0.1059,1,0.13,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.491301994830229,8.412054873292933
23,50000,0.0,4900,0.0849,0,0.1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.819798284210286,8.497194544909547
21,50000,5.0,4900,0.0894,0,0.1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.819798284210286,8.497194544909547
24,51630,0.0,4900,0.0999,0,0.09,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.851877546270282,8.497194544909547
23,54096,2.0,4900,0.1099,0,0.09,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.898534010431941,8.497194544909547
23,42000,7.0,8000,0.0542,0,0.19,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.645448706505872,8.987321812850125
24,69600,8.0,4900,0.0999,0,0.07,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.150534214035387,8.497194544909547
23,42000,7.0,12000,0.1523,0,0.29,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10.645448706505872,9.392745258631441
21,42000,5.0,8000,0.0999,0,0.19,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.645448706505872,8.987321812850125
24,74000,1.0,4900,0.12869999999999998,0,0.07,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.211833885608513,8.497194544909547
23,107000,2.0,4900,0.0894,0,0.05,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.580593459194764,8.497194544909547
25,13296,4.0,4950,0.09630000000000001,1,0.37,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.495293724856706,8.507344855361422
22,15000,3.0,4950,0.08900000000000001,1,0.33,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.61587214452889,8.507344855361422
24,42000,9.0,11000,0.0542,0,0.26,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.645448706505872,9.305741456739435
24,42000,2.0,10000,0.07490000000000001,0,0.24,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.645448706505872,9.210440366976517
24,36000,5.0,4000,0.1523,1,0.11,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.491301994830229,8.294299608857235
22,34000,3.0,4975,0.0751,1,0.15,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.434145214930487,8.512381634419015
24,75000,0.0,4975,0.0676,0,0.07,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.225256725762893,8.512381634419015
22,95000,0.0,4975,0.0617,0,0.05,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.461642696843066,8.512381634419015
23,42000,0.0,6000,0.0542,0,0.14,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.645448706505872,8.699681400989514
23,27972,6.0,5000,0.0894,0,0.18,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.23899503822049,8.517393171418904
22,27996,1.0,5000,0.1751,1,0.18,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10.239852640559992,8.517393171418904
24,42000,4.0,1200,0.1149,0,0.03,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.645448706505872,7.0909098220799835
22,27996,4.0,5000,0.1099,0,0.18,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.239852640559992,8.517393171418904
24,42000,8.0,2500,0.1528,0,0.06,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.645448706505872,7.824445930877619
23,28000,4.0,5000,0.13720000000000002,1,0.18,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10.239995502805316,8.517393171418904
23,28000,0.0,5000,0.11779999999999999,0,0.18,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.239995502805316,8.517393171418904
24,28000,0.0,5000,0.0768,0,0.18,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.239995502805316,8.517393171418904
25,28800,0.0,5000,0.08900000000000001,0,0.17,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.268165387743457,8.517393171418904
22,28800,6.0,5000,0.0691,0,0.17,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.268165387743457,8.517393171418904
23,28800,0.0,5000,0.1149,0,0.17,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.268165387743457,8.517393171418904
23,42000,8.0,7600,0.06,0,0.18,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.645448706505872,8.936035096566041
22,42000,4.0,7050,0.1099,0,0.17,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.645448706505872,8.860924729719041
23,28800,2.0,5000,0.1311,0,0.17,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10.268165387743457,8.517393171418904
23,29100,3.0,5000,0.1484,0,0.17,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.278527816830314,8.517393171418904
24,29120,0.0,5000,0.1099,0,0.17,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.279214842380336,8.517393171418904
23,29730,2.0,5000,0.0766,0,0.17,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.299945551484317,8.517393171418904
22,29865,6.0,5000,0.1112,1,0.17,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.304475988617215,8.517393171418904
21,42000,1.0,2500,0.0729,0,0.06,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.645448706505872,7.824445930877619
26,30000,2.0,5000,0.1242,1,0.17,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.308985993422082,8.517393171418904
25,30000,4.0,5000,0.079,0,0.17,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.308985993422082,8.517393171418904
24,42000,8.0,22250,0.11109999999999999,0,0.53,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.645448706505872,10.010142230404668
24,30000,6.0,5000,0.12689999999999999,1,0.17,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.308985993422082,8.517393171418904
26,30000,4.0,5000,0.1099,0,0.17,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10.308985993422082,8.517393171418904
23,36000,7.0,10750,0.1099,1,0.3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.491301994830229,9.282754052485227
